indicator_id,url,title,publisher,published,brief,why_not,slice
geopol.eu--eu-mous-engagements-and-commitments,https://international-partnerships.ec.europa.eu/countries/burundi_fr,Burundi – Partenariats internationaux,Commission européenne – International Partnerships,2025-07-11,baseline,country summary page confirming the 90 M EUR 2025-2027 envelope and the absence of a standalone bilateral digital programme; over cap behind the MIP itself,include-geopol
geopol.gulf--gulf-mous-engagements-and-commitments,https://presidence.gov.bi/2025/08/17/le-president-ndayishimiye-oeuvre-pour-un-partenariat-fort-et-durable-avec-le-qatar/,Le Président Ndayishimiye oeuvre pour un partenariat fort et durable avec le Qatar,Présidence de la République du Burundi,2025-08-17,progress,"the only in-window Gulf digital movement is the same document taken as this indicator's baseline; counted once, as the baseline, per the selection rule",include-geopol
geopol.gulf--gulf-mous-engagements-and-commitments,https://www.mofa.gov.ae/en/the-uae/uae-the-achiever/agreements,Agreements,UAE Ministry of Foreign Affairs,,baseline,"the UAE treaty register for Burundi lists debt, air transport, taxation, investment and visa instruments only; no digital or data instrument, so nothing to stage",include-geopol
infra.connect--internet-usage,https://burundi-forum.org/amp/113041/burundi-numerique-lumitel-lance-un-grand-projet-dinternet-haut-debit-en-milieu-rural/,Burundi / Numérique : Lumitel lance un grand projet d’internet haut débit en milieu rural,BdiAgnews / burundi-forum.org,2026-04-27,progress,aggregator re-post of the same FSU/PAFEN rural 4G programme already staged from the ABP primary account; over cap,infra
infra.connect--internet-usage,https://arct.gov.bi/2025/11/14/observatoire-du-marche-des-services-de-communications-voix-sms-internet-et-services-financiers-mobiles-au-burundi-premier-trimestre-2025/,"OBSERVATOIRE DU MARCHE DES SERVICES DE COMMUNICATIONS VOIX, SMS, INTERNET ET SERVICES FINANCIERS MOBILES AU BURUNDI PREMIER TRIMESTRE 2025",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2025-11-14,progress,earlier quarter of the same ARCT series already staged as the baseline at Q4 2025; a periodic release of one statistical flow is not a distinct event,infra
infra.connect--internet-usage,https://api.worldbank.org/v2/country/BDI/indicator/IT.NET.USER.ZS?format=json,IT.NET.USER.ZS - Individuals using the Internet (% of population) - Burundi,World Bank (source ITU),2026-07-13,baseline,API endpoint not a document; ARCT own market observatory preferred as the national authoritative publication of the series,infra
infra.connect--internet-usage,https://www.itu.int/pub/D-IND-ICT_MDD-2024-4/fr,Measuring digital development: Facts and Figures 2024,International Telecommunication Union (ITU),2024-11-27,baseline,global publication with no Burundi-specific figure exposed; over cap,infra
infra.connect--national-fibre-backbone,https://arct.gov.bi/wp-content/uploads/2024/10/RAPPORT-DES-INDICATEURS-TIC-EDITION-2023-VALIDE-PAR-LE-CTIS-DU-28-EME-SESSION-20241.pdf,"RAPPORT DES INDICATETEURS TIC AU BURUNDI, EDITION 2023",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2024-07-11,baseline,"superseded by the 2024 edition of the same ARCT annual series, which carries the same fibre deployment table at 31 December 2024",infra
infra.connect--national-fibre-backbone,https://documents1.worldbank.org/curated/en/207441655916156350/pdf/Burundi-Digital-Foundations-Project.pdf,Burundi Digital Foundations Project (PAD4690),World Bank / IDA,2022-05-31,baseline,2022 appraisal document; the regulator own current deployment table is the operative baseline. Over cap,infra
infra.connect--national-fibre-backbone,https://documents1.worldbank.org/curated/en/528771468002165855/pdf/RCIP0Project0I1ocument0II0150Feb007.pdf,"Regional Communications Infrastructure Program (RCIP) Communications Infrastructure Project I, II, III",World Bank,2007-02-15,baseline,2007 programme origin document; superseded for current state. Over cap,infra
infra.connect--international-internet-bandwidth,https://arct.gov.bi/wp-content/uploads/2024/06/OBSERVATOIRE-DU-1ER-TRIMESTRE-2024-valide-PDF.pdf,"OBSERVATOIRE DU MARCHE DES SERVICES DE COMMUNICATIONS VOIX, SMS, INTERNET ET SERVICES FINANCIERS MOBILES AU BURUNDI PREMIER TRIMESTRE 2024",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2024-05-01,baseline,superseded - the Q4 2025 observatory of the same series carries the later border IP capacity figure of 26 136 Mbit/s and is staged instead,infra
infra.connect--international-internet-bandwidth,https://documents1.worldbank.org/curated/en/605991608528899689/pdf/Burundi-Digital-Economy-Assessment.pdf,Burundi Digital Economy Assessment,World Bank,2020-01-01,baseline,2020 assessment; superseded for the figure. Over cap,infra
infra.connect--international-internet-bandwidth,https://www.itu.int/en/ITU-D/Statistics/Documents/publications/ldb/LDB_ICT_2018.pdf,The Little Data Book on Information and Communication Technology 2018,ITU / World Bank,2018-01-01,baseline,latest ITU per-user value found is 2016; superseded by the ARCT Q4 2025 border capacity figure. Over cap,infra
infra.connect--international-internet-bandwidth,https://seacom.com/news/seacom-deploys-a-new-high-capacity-nairobikampala-route-to-strengthen-east-africas-digital-backbone,Seacom deploys a new high-capacity Nairobi–Kampala route to strengthen East Africa's digital backbone,Seacom,2026-06-17,progress,"already held in OSINT raw/ (raw-url-index FLAG-SLUG match on the 2026-06-17 capture); regional route, not a Burundi transit arrangement",infra
infra.connect--national-fibre-backbone,https://www.bbs.bi/fr/,Relance de l'avis d'appel d'Offres Ouvert N°01/2026 pour la fourniture des équipements du réseau cœur de la société Burundi Backbone System BBS,Burundi Backbone System (BBS),2026-06-16,progress,url-dead - bbs.bi resolves to 41.79.227.142 (DoH) and every path redirects 200 to /cgi-sys/suspendedpage.cgi; the BBS website account is suspended and no tender document is retrievable,infra
infra.connect--national-fibre-backbone,https://presidence.gov.bi/2025/07/25/decret-no100-095-du-24-juillet-2025-portant-modification-du-decretn-100-038-du-27-fevrier-2020-portant-autorisation-de-letat-duburundi-a-participer-au-capital-social-de-la-societe-buru/,DECRET Nº100/ 095 DU 24 JUILLET 2025 PORTANT MODIFICATION DU DECRET N° 100/038 DU 27 FEVRIER 2020 PORTANT AUTORISATION DE L’ETAT DU BURUNDI A PARTICIPER AU CAPITAL SOCIAL DE LA SOCIETE « BURUNDI BACKBONE SYSTEM (BBS) »,Présidence de la République du Burundi,2025-07-25,progress,"out-of-window - published 25 July 2025, before the 1 August 2025 window start",infra
infra.connect--international-internet-bandwidth,https://paratus.africa/blog/paratus-lights-up-new-east-africa-fiber-highway-linking-goma-to-mombasa/,Paratus lights up new East Africa fiber highway linking Goma to Mombasa,Paratus Africa,2026-02-09,progress,"off-topic - Mombasa-Goma corridor via Nairobi, Kampala and Kigali; the source does not name Burundi and the Burundi relevance was the search agent inference",infra
infra.connect--international-internet-bandwidth,https://s47139.pcdn.co/wp-content/uploads/2025/12/Bdi-Rapport_Evenement-National-Africa-BB-Maps_28-30-Octobre-2025.pdf,RAPPORT DE L'EVENEMENT NATIONAL SUR LES SYSTEMES NATIONAUX DE CARTOGRAPHIE A LARGE BANDE AU BURUNDI,Union Internationale des Télécommunications (UIT),2025-11-25,progress,"fetched and read - the report carries no international bandwidth figure or transit statement; it documents a broadband mapping governance launch, so it does not move this indicator",infra
infra.connect--internet-exchange-points,https://pulse.internetsociety.org/en/ixp-tracker/country/BI/,IXP Tracker - Burundi - Internet Society Pulse,Internet Society,2026-02-01,progress,no-development - a live dashboard snapshot rather than a dated event; its own BDIXP detail page reports zero net member change over the preceding twelve months,infra
infra.connect--internet-exchange-points,https://www.pch.net/ixp/details/1992,BDIXP | PCH,Packet Clearing House,,baseline,"directory record with no publication date and empty subnet, facility and switch tables; the 2014 founding decree is the operative instrument. Over cap",infra
infra.connect--internet-exchange-points,https://www.peeringdb.com/ix/2552,BDIXP - PeeringDB,PeeringDB,2019-03-30,baseline,self-reported directory entry last updated 2019; superseded for current state and over cap,infra
infra.connect--internet-exchange-points,https://www.afpif.org/2014/07/what-next-for-burundi-ixp-after-successful-launch/,What Next for Burundi IXP After Successful launch?,African Peering and Internet Exchange Forum (AfPIF),2014-07-23,baseline,commentary on the 2014 launch; the founding decree is the primary instrument. Over cap,infra
infra.connect--internet-exchange-points,https://arct.gov.bi/wp-content/uploads/2024/10/RAPPORT-DES-INDICATEURS-TIC-EDITION-2023-VALIDE-PAR-LE-CTIS-DU-28-EME-SESSION-20241.pdf,"RAPPORT DES INDICATETEURS TIC AU BURUNDI, EDITION 2023",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2024-07-11,baseline,carries the 7-operators-connected figure at 31 December 2023 but is the superseded edition of the annual series; over cap,infra
infra.store--local-data-centre-capacity-all-providers,https://www.uneca.org/stories/burundi-validates-national-data-governance-strategy,Burundi Validates National Data Governance Strategy,UN Economic Commission for Africa (UNECA),2025-11-07,progress,"already-seen - the National Data Governance Strategy validated 14 November 2025 is already held and is run context, not a target",infra
infra.store--local-data-centre-capacity-all-providers,https://www2.dgmarket.com/Notice/112959218,"Supply, installation and deployment of a secure network infrastructure for the interconnection of the land districts of Bujumbura, Ngozi, Gitega and Makamba at the central data center",dgMarket,2026-08-06,progress,procurement aggregator restating a notice; no primary issuing-body document located and the notice states neither storage capacity nor build status,infra
infra.store--local-data-centre-capacity-all-providers,https://setic.gov.bi/recrutement-dun-bureau-detudes-pourrealiser-une-etude-complete-sur-la-gestion-et-lhebergement-des-donnees-inventaire-strategie-analyse-politique-plan-operationnelbusiness-plan-et-modele-de/,RECRUTEMENT D’UN BUREAU D’ETUDES POUR REALISER UNE ÉTUDE COMPLETE SUR LA GESTION ET L’HEBERGEMENT DES DONNEES,SETIC,2024-03-12,baseline,consultancy recruitment notice; the World Bank assessment carries the actual capacity statement. Over cap,infra
infra.store--local-data-centre-capacity-all-providers,https://documents1.worldbank.org/curated/en/099020003142218912/pdf/P17639608c7d36090a3260bb2d93b5e3a8.pdf,Burundi Digital Foundations Project - Project Appraisal Document (P176396),World Bank Group,2022-05-31,baseline,"states the absence of shared hosting frameworks but gives no rack, floor-area or tier capacity. Over cap",infra
infra.store--local-data-centre-capacity-all-providers,https://thedocs.worldbank.org/en/doc/094ae7e492b4b741f58747465021caf0-0200022021/original/DE4A-Burundi-EN.pdf,DE4A Burundi,World Bank Group,2021-01-01,baseline,corroborates the 2020 assessment it summarises; over cap,infra
infra.store--local-data-centre-capacity-all-providers,https://extranet.who.int/countryplanningcycles/sites/default/files/public_file_rep/BDI_Burundi_National-plan-development-digital-health_2020-2024.pdf,Plan National de Développement de l’Informatique Sanitaire (PNDIS 2020-2024),Ministère de la Santé Publique et de la Lutte contre le Sida,2019-01-01,baseline,health-sector plan proposing a sectoral data centre; not the national capacity baseline. Over cap,infra
infra.store--off-site-backup-capacity,https://www.brb.bi/sites/default/files/2025-11/CADRE%20DE%20SURVEILLANCE%20DE%20SYSTEME%20DE%20PAIEMENT%20%2020%20NOV%202025.pdf,CADRE DE SURVEILLANCE DES SYSTEMES ET MOYENS DE PAIEMENT,Banque de la République du Burundi (BRB),2025-11-20,progress,"payment-systems supervisory framework requiring inspection of sauvegarde de secours arrangements; a sector obligation rather than backup capacity, and over cap behind two directly on-indicator items",infra
infra.store--off-site-backup-capacity,https://obr.bi/index.php/opportunites/appels-d-offres,Avis d'Appel d'Offres Ouvert International N° DNCMP/006/S/2026-2027 pour le Renouvellement du Support et des Services pour l'Application de Gestion des Sauvegardes VEEAM de l'OBR,Office Burundais des Recettes (OBR),2026-07-24,progress,"URL is a rolling tender listing page, not the notice itself; over cap",infra
infra.store--off-site-backup-capacity,https://www.brb.bi/sites/default/files/2024-12/BRB_Rapport%20annuel%20sur%20les%20syst%C3%A8mes%20et%20moyens%20de%20paiement%20et%20leur%20surveillance%202023.pdf,Rapport annuel sur les systèmes et moyens de paiement et leur surveillance 2023,Banque de la République du Burundi (BRB),2024-12-01,baseline,payment-systems supervision report; the World Bank assessment carries the national position. Over cap,infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://gridworkspartners.com/news/president-of-burundi-visits-upper-ruvyironza-hydropower-plant-for-inauguration/,President of Burundi visits Upper Ruvyironza hydropower plant for inauguration,Gridworks,2025-11-25,progress,third generation-addition event in the window behind Mulembwe and Rubirizi; over cap,infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://documents1.worldbank.org/curated/en/099060624162017778/txt/BOSIB1d9766e920aa1bb4b1519dc57d434b.txt,The ASCENT Burundi (P181494) Project Appraisal Document,World Bank Group,2024-06-04,baseline,"carries the fullest grid-reliability detail - about 117 MV interruptions a year of 80 minutes, about 6 500 LV interruptions, 32 per cent losses, REGIDESO capacity 80 MW in 2021 to 102 MW in 2023 - but the 2025 National Energy Compact is the later national statement. Over cap",infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://regideso.bi/actualites/rapport-provisoire-de-letude-dimpact-environnemental-et-social-eies-du-projet-accelerer-lacces-a-lenergie-soutenable-et-propre-au-burundi-4/582/,Rapport provisoire de l’Etude d’Impact Environnemental et Social (EIES) du Projet « Accélérer l’accès à l’énergie soutenable et propre au Burundi » (ASCENT Burundi),REGIDESO,2024-05-01,baseline,provisional ESIA for the same project; over cap,infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://microdata.worldbank.org/catalog/2261,Burundi - Enterprise Survey 2014,World Bank,2015-05-01,baseline,2014 fieldwork; superseded as a current reliability measure. Over cap,infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://archive.doingbusiness.org/content/dam/doingBusiness/country/b/burundi/BDI.pdf,Burundi - Getting Electricity (Doing Business),World Bank,2019-05-01,baseline,archived discontinued product with SAIDI and SAIFI unavailable; over cap,infra
infra.energy--rural-electrification,https://data.worldbank.org/indicator/EG.ELC.RUR.ZS?locations=BI,Access to electricity rural (% of rural population) - Burundi,World Bank / SDG7 ESMAP,2023-01-01,baseline,indicator dashboard rather than a document; the National Energy Compact carries the 2025 access split including 17.9 per cent on decentralised solutions and is the operative national instrument,infra
infra.energy--rural-electrification,https://mctit.gov.bi/agence-burundaise-de-lelectrification-rurale-aber/,Agence Burundaise de l’Électrification Rurale (ABER),Ministère des Ressources Minières Énergétiques de l’Industrie du Commerce et du Tourisme,,baseline,undated ministry institutional page naming Décret n°100/318 du 22 décembre 2011 as ABER founding act; no publication date establishable. Over cap,infra
infra.energy--rural-electrification,https://www.iea.org/policies/5860-energy-strategy-and-action-plan-2011,Energy Strategy and Action Plan 2011,IEA / IRENA Policies and Measures Database,2011-01-01,baseline,"third-party policy catalogue record, not the Burundian instrument itself; over cap",infra
infra.energy--rural-electrification,https://www.se4all-africa.org/fileadmin/uploads/se4all/Documents/Country_RAGAs/Burundi_Rapid_Assessment_Gap_Analysis__FR_.pdf,Etude diagnostique du secteur de l’Energie au Burundi dans le cadre de l’Initiative Energie Durable pour Tous (SE4ALL),Ministère de l’Energie et des Mines / SEforALL Africa Hub,2013-06-01,baseline,2013 diagnostic superseded by the 2025 Compact; over cap,infra
infra.capacity--robustness-of-government-hardware-and-software,https://pafen.gov.bi/relance-de-lavis-dappel-doffres-pour-la-fourniture-et-linstallation-dequipements-additionnels-pour-le-setic-equipements-et-licences-necessaires-pour-la-virtualisation-et-le-backup/,Relance de l'avis d'appel d'offres pour la fourniture et l'installation d'équipements additionnels pour le SETIC: équipements et licences nécessaires pour la virtualisation et le backup,PAFEN / SETIC,2026-04-08,progress,staged under infra.store--off-site-backup-capacity where it fits more directly; over cap here,infra
infra.capacity--robustness-of-government-hardware-and-software,https://documents1.worldbank.org/curated/en/605991608528899689/pdf/Burundi-Digital-Economy-Assessment.pdf,Burundi Digital Economy Assessment,World Bank Group,2020,baseline,the 2022 Digital Foundations PAD is the later and more specific statement of the government IT estate; this document is staged as the baseline for two other indicators,infra
infra.capacity--robustness-of-government-hardware-and-software,https://desapublications.un.org/sites/default/files/publications/2024-09/%28Web%20version%29%20E-Government%20Survey%202024%201392024.pdf,United Nations E-Government Survey 2024,UN DESA,2024-09-01,baseline,"global survey giving Burundi rank 183 and EGDI 0.2481; measures online services, telecoms and human capital rather than the internal hardware and software estate. Over cap",infra
infra.capacity--robustness-of-government-hardware-and-software,https://primature.gov.bi/plan-directeur-de-digitalisation-des-services-publics-du-burundi-pddsp-2023-2033/,Plan Directeur de Digitalisation des Services Publics du Burundi (PDDSP 2023-2033),Primature du Burundi,2023-01-01,baseline,strategic plan rather than a statement of the current estate; over cap,infra
infra.capacity--robustness-of-government-hardware-and-software,https://setic.gov.bi/,Le SETIC,SETIC,,baseline,undated institutional landing page; no publication date establishable. Over cap,infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://abpinfo.bi/2026/04/22/validation-de-la-strategie-nationale-de-lia/,Validation de la stratégie nationale de l’IA,Agence Burundaise de Presse (ABP),2026-04-22,progress,"already-seen - the six-pillar national AI strategy adopted April 2026 is already held and is run context, not a target",infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://primature.gov.bi/plan-directeur-de-digitalisation-des-services-publics-du-burundi-pddsp-2023-2033/,Plan Directeur de Digitalisation des Services Publics du Burundi (PDDSP 2023-2033),Primature du Burundi,2023-01-01,baseline,forward plan rather than a statement of current capacity; over cap,infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://documents1.worldbank.org/curated/en/207441655916156350/pdf/Burundi-Digital-Foundations-Project.pdf,Burundi Digital Foundations Project,World Bank Group / IDA,2022-05-31,baseline,staged as the baseline for infra.capacity--robustness-of-government-hardware-and-software; the 2020 assessment carries the fuller skills and SETIC capacity diagnosis. Over cap,infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://www.uneca.org/eca-events/burundi-validates-its-first-national-data-governance-strategy,Burundi validates its first National Data Governance strategy,UN Economic Commission for Africa (UNECA),2025-11-07,baseline,"already-seen - the National Data Governance Strategy is already held and is run context, not a target",infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://primature.gov.bi/politique-nationale-de-developpement-des-tic-technologies-de-linformation-et-de-la-communication-2010-2025/,Politique Nationale de Développement des TIC - Technologies de l’Information et de la Communication 2010-2025,Gouvernement du Burundi / Primature,2010-01-01,baseline,expiring 2010-2025 policy; superseded for current capacity. Over cap,infra
