unit,indicator_id,as_of,stage,value,value_year,reassessed
TZA,dpi.pay--g2p-functionality,2026-08-31,,,,0
TZA,dpi.pay--governance-role-of-central-bank,2026-07-31,3,,,0
TZA,dpi.pay--governance-role-of-central-bank,2026-08-31,3,,,0
TZA,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
TZA,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
TZA,dpi.pay--population-uptake,2026-07-31,3,59.8275,2024,0
TZA,dpi.pay--population-uptake,2026-08-31,3,59.8275,2024,0
TZA,dpi.pay--revenue-collection,2026-07-31,,,,0
TZA,dpi.pay--revenue-collection,2026-08-31,3,,,0
TZA,dpi.registry--address-register,2026-07-31,3,,,0
TZA,dpi.registry--address-register,2026-08-31,3,,,0
TZA,dpi.registry--business-register,2026-08-31,,,,0
TZA,dpi.registry--civil-register,2026-07-31,3,,,0
TZA,dpi.registry--civil-register,2026-08-31,3,,,0
TZA,dpi.registry--electoral-register,2026-07-31,,,,0
TZA,dpi.registry--electoral-register,2026-08-31,,,,0
TZA,dpi.registry--land-register,2026-07-31,3,,,0
TZA,dpi.registry--land-register,2026-08-31,3,,,0
TZA,dpi.registry--population-register,2026-07-31,,,,0
TZA,dpi.registry--population-register,2026-08-31,,,,0
TZA,dpi.registry--social-protection-register,2026-07-31,,,,0
TZA,dpi.registry--social-protection-register,2026-08-31,,,,0
TZA,dpi.registry--tax-register,2026-07-31,2,,,0
TZA,dpi.registry--tax-register,2026-08-31,2,,,0
TZA,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,3,,,0
TZA,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,3,,,0
TZA,finance.new--mobilisation-of-non-state-finance,2026-07-31,2,0.03809,2026,0
TZA,finance.new--mobilisation-of-non-state-finance,2026-08-31,2,0.03809,2026,0
TZA,gov.discourse--open-discussion-of-government-policy,2026-07-31,2,,,0
TZA,gov.discourse--open-discussion-of-government-policy,2026-08-31,2,,,0
TZA,gov.legislate--access-to-information-legislation,2026-07-31,3,,,0
TZA,gov.legislate--access-to-information-legislation,2026-08-31,3,,,0
TZA,gov.legislate--ai-legislation-regulations,2026-07-31,3,,,0
TZA,gov.legislate--ai-legislation-regulations,2026-08-31,3,,,0
TZA,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
TZA,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
TZA,gov.legislate--data-protection-legislation,2026-07-31,3,,,0
TZA,gov.legislate--data-protection-legislation,2026-08-31,3,,,0
TZA,gov.legislate--digital-payments-legislation,2026-07-31,3,,,0
TZA,gov.legislate--digital-payments-legislation,2026-08-31,3,,,0
TZA,gov.legislate--e-commerce-legislation,2026-07-31,3,,,0
TZA,gov.legislate--e-commerce-legislation,2026-08-31,3,,,0
TZA,gov.legislate--legislation-covering-digital-id,2026-07-31,3,,,0
TZA,gov.legislate--legislation-covering-digital-id,2026-08-31,3,,,0
TZA,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,3,,,0
TZA,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,3,,,0
TZA,gov.legislate--statistics-legislation,2026-07-31,3,,,0
TZA,gov.legislate--statistics-legislation,2026-08-31,3,,,0
TZA,gov.policy--ai-strategy,2026-07-31,2,,,0
TZA,gov.policy--ai-strategy,2026-08-31,2,,,0
TZA,gov.policy--broadband-strategy,2026-07-31,3,,,0
TZA,gov.policy--broadband-strategy,2026-08-31,3,,,0
TZA,gov.policy--data-governance-policy,2026-07-31,2,,,0
TZA,gov.policy--data-governance-policy,2026-08-31,2,,,0
TZA,gov.policy--data-interoperability-framework-roadmap,2026-07-31,3,,,0
TZA,gov.policy--data-interoperability-framework-roadmap,2026-08-31,3,,,0
TZA,gov.policy--data-localisation-policies,2026-07-31,3,,,0
TZA,gov.policy--data-localisation-policies,2026-08-31,3,,,0
TZA,gov.policy--data-storage-cloud-strategy,2026-07-31,3,,,0
TZA,gov.policy--data-storage-cloud-strategy,2026-08-31,3,,,0
TZA,gov.policy--digital-transformation-strategy,2026-07-31,3,,,0
TZA,gov.policy--digital-transformation-strategy,2026-08-31,3,,,0
TZA,gov.policy--ict-strategy,2026-07-31,3,,,0
TZA,gov.policy--ict-strategy,2026-08-31,3,,,0
TZA,gov.policy--open-data-policy,2026-07-31,2,,,0
TZA,gov.policy--open-data-policy,2026-08-31,2,,,0
TZA,gov.protect--data-protection-authority,2026-07-31,3,,,0
TZA,gov.protect--data-protection-authority,2026-08-31,3,,,0
TZA,gov.protect--national-data-protection-readiness,2026-07-31,,,,0
TZA,gov.protect--national-data-protection-readiness,2026-08-31,,,,0
TZA,gov.regional--cross-border-data-transfers,2026-07-31,,,,0
TZA,gov.regional--cross-border-data-transfers,2026-08-31,,,,0
TZA,gov.regional--regional-legal-harmonisation,2026-07-31,,,,0
TZA,gov.regional--regional-legal-harmonisation,2026-08-31,,,,0
TZA,gov.regional--regional-policy-collaboration,2026-07-31,3,,,0
TZA,gov.regional--regional-policy-collaboration,2026-08-31,3,,,0
TZA,gov.regional--shared-regional-infrastructure,2026-07-31,,,,0
TZA,gov.regional--shared-regional-infrastructure,2026-08-31,,,,0
TZA,gov.standards--adoption-of-international-standards,2026-07-31,,,,0
TZA,gov.standards--adoption-of-international-standards,2026-08-31,,,,0
TZA,gov.standards--national-interoperability-standards,2026-07-31,3,,,0
TZA,gov.standards--national-interoperability-standards,2026-08-31,3,,,0
TZA,gov.standards--national-quality-standards,2026-08-31,,,,0
TZA,include.access--citizen-feedback-portals,2026-07-31,3,,,0
TZA,include.access--citizen-feedback-portals,2026-08-31,3,,,0
TZA,include.access--citizen-participation-in-policy,2026-07-31,,,,0
TZA,include.access--citizen-participation-in-policy,2026-08-31,,,,0
TZA,include.access--inclusion-of-persons-with-disabilities,2026-08-31,,,,0
TZA,include.access--inclusion-of-refugees-and-idps,2026-07-31,,,,0
TZA,include.access--inclusion-of-refugees-and-idps,2026-08-31,,,,0
TZA,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,2,,,0
TZA,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,2,,,0
TZA,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,,,,0
TZA,infra.connect--international-internet-bandwidth,2026-07-31,3,3,2025,0
TZA,infra.connect--international-internet-bandwidth,2026-08-31,3,3,2025,0
TZA,infra.connect--internet-exchange-points,2026-07-31,3,,,0
TZA,infra.connect--internet-exchange-points,2026-08-31,3,,,0
TZA,infra.connect--internet-usage,2026-07-31,2,31.2,2024,0
TZA,infra.connect--internet-usage,2026-08-31,2,31.2,2024,0
TZA,infra.connect--mobile-affordability,2026-07-31,2,4.79,2025,0
TZA,infra.connect--mobile-affordability,2026-08-31,2,4.79,2025,0
TZA,infra.connect--mobile-penetration,2026-07-31,4,82.5,2022,0
TZA,infra.connect--mobile-penetration,2026-08-31,4,82.5,2022,0
TZA,infra.connect--national-fibre-backbone,2026-07-31,3,,,0
TZA,infra.connect--national-fibre-backbone,2026-08-31,3,,,0
TZA,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,3,,,0
TZA,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,3,,,0
TZA,infra.cybersec--national-cybersecurity-readiness,2026-07-31,,,,0
TZA,infra.cybersec--national-cybersecurity-readiness,2026-08-31,2,,,0
TZA,infra.energy--grid-reliability,2026-07-31,4,0.7398,2023,0
TZA,infra.energy--grid-reliability,2026-08-31,4,0.7398,2023,0
TZA,infra.energy--rural-electrification,2026-07-31,2,33.7,2024,0
TZA,infra.energy--rural-electrification,2026-08-31,2,33.7,2024,0
TZA,infra.store--local-data-centre-capacity-all-providers,2026-07-31,2,0,2026,0
TZA,infra.store--local-data-centre-capacity-all-providers,2026-08-31,2,0,2026,0
TZA,infra.store--local-data-centre-capacity-national-providers,2026-07-31,1,0,2026,0
TZA,infra.store--local-data-centre-capacity-national-providers,2026-08-31,1,0,2026,0
TZA,infra.store--off-site-backup-capacity,2026-07-31,,,,0
TZA,infra.store--off-site-backup-capacity,2026-08-31,,,,0
TZA,tech.ai--control-of-ai-abuse,2026-07-31,3,,,0
TZA,tech.ai--control-of-ai-abuse,2026-08-31,3,,,0
TZA,tech.ai--development-of-national-regional-ai-systems,2026-07-31,2,,,0
TZA,tech.ai--development-of-national-regional-ai-systems,2026-08-31,2,,,0
TZA,tech.ai--use-of-ai-in-government-administration,2026-08-31,2,,,0
TZA,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-07-31,,,,0
TZA,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,,,,0
TZA,tech.industry--national-capacity-in-dt-related-production,2026-07-31,2,0.0867,2024,0
TZA,tech.industry--national-capacity-in-dt-related-production,2026-08-31,2,0.0867,2024,0
TZA,tech.innovate--tech-startup-ecosystem,2026-07-31,2,,,0
TZA,tech.innovate--tech-startup-ecosystem,2026-08-31,2,,,0
TZA,tech.innovate--technology-hubs,2026-07-31,2,,,0
TZA,tech.innovate--technology-hubs,2026-08-31,2,,,0
UGA,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-07-31,2,,,0
UGA,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,2,,,0
UGA,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,1,0.228,2021,0
UGA,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,1,0.228,2021,0
UGA,data.open--use-of-open-data,2026-07-31,2,,,0
UGA,data.open--use-of-open-data,2026-08-31,2,,,0
UGA,data.satellite--agricultural-use-of-satellite-data,2026-07-31,2,,,0
UGA,data.satellite--agricultural-use-of-satellite-data,2026-08-31,2,,,0
UGA,data.satellite--meteorological-use-of-satellite-data,2026-07-31,3,,,0
UGA,data.satellite--meteorological-use-of-satellite-data,2026-08-31,3,,,0
UGA,data.statistics--censuses-and-surveys,2026-08-31,2,,,0
UGA,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,3,,,0
UGA,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,3,,,0
UGA,data.statistics--statistics-from-administrative-data,2026-07-31,2,,,0
UGA,data.statistics--statistics-from-administrative-data,2026-08-31,2,,,0
UGA,digital.localgov--digitalisation-of-local-government-records,2026-07-31,2,,,0
UGA,digital.localgov--digitalisation-of-local-government-records,2026-08-31,2,,,0
UGA,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,2,,,0
UGA,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,2,,,0
UGA,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,2,,,0
UGA,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,2,,,0
UGA,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,,,,0
UGA,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,,,,0
UGA,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,2,,,0
UGA,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
UGA,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,3,,,0
UGA,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,3,,,0
UGA,dpi.exchange--interoperability-of-education-systems,2026-07-31,,,,0
UGA,dpi.exchange--interoperability-of-education-systems,2026-08-31,,,,0
UGA,dpi.exchange--interoperability-of-health-systems,2026-07-31,3,,,0
UGA,dpi.exchange--interoperability-of-health-systems,2026-08-31,3,,,0
UGA,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,2,,,0
UGA,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,2,,,0
UGA,dpi.exchange--national-data-exchange-system,2026-07-31,3,,,0
UGA,dpi.exchange--national-data-exchange-system,2026-08-31,3,,,0
UGA,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,2,,,0
UGA,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,2,,,0
UGA,dpi.govtech--e-government-services,2026-07-31,2,,,0
UGA,dpi.govtech--e-government-services,2026-08-31,2,,,0
UGA,dpi.id--authentication,2026-07-31,3,,,0
UGA,dpi.id--authentication,2026-08-31,3,,,0
UGA,dpi.id--digital-id-from-birth,2026-07-31,3,,,0
UGA,dpi.id--digital-id-from-birth,2026-08-31,3,,,0
UGA,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,3,,,0
UGA,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,3,,,0
UGA,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
UGA,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
UGA,dpi.id--registration-of-entire-population,2026-07-31,,,,0
UGA,dpi.id--registration-of-entire-population,2026-08-31,,,,0
UGA,dpi.id--robustness-of-system,2026-07-31,3,,,0
UGA,dpi.id--robustness-of-system,2026-08-31,3,,,0
UGA,dpi.id--use-by-other-systems,2026-07-31,,,,0
UGA,dpi.id--use-by-other-systems,2026-08-31,,,,0
UGA,dpi.mis--customs,2026-07-31,3,,,0
UGA,dpi.mis--customs,2026-08-31,3,,,0
UGA,dpi.mis--education,2026-07-31,3,,,0
UGA,dpi.mis--education,2026-08-31,3,,,0
UGA,dpi.mis--health,2026-07-31,3,,,0
UGA,dpi.mis--health,2026-08-31,3,,,0
UGA,dpi.mis--justice,2026-08-31,,,,0
UGA,dpi.mis--land,2026-07-31,,,,0
UGA,dpi.mis--land,2026-08-31,,,,0
UGA,dpi.mis--social-protection,2026-07-31,3,,,0
UGA,dpi.mis--social-protection,2026-08-31,3,,,0
UGA,dpi.mis--tax,2026-07-31,3,,,0
UGA,dpi.mis--tax,2026-08-31,3,,,0
UGA,dpi.pay--b2b-and-b2g-functionality,2026-07-31,,,,0
UGA,dpi.pay--b2b-and-b2g-functionality,2026-08-31,,,,0
UGA,dpi.pay--consumer-protection,2026-07-31,,,,0
UGA,dpi.pay--consumer-protection,2026-08-31,,,,0
UGA,dpi.pay--cross-border-functionality,2026-07-31,2,,,0
UGA,dpi.pay--cross-border-functionality,2026-08-31,2,,,0
UGA,dpi.pay--g2p-functionality,2026-07-31,3,,,0
UGA,dpi.pay--g2p-functionality,2026-08-31,3,,,0
UGA,dpi.pay--governance-role-of-central-bank,2026-07-31,3,,,0
UGA,dpi.pay--governance-role-of-central-bank,2026-08-31,3,,,0
UGA,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
UGA,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
UGA,dpi.pay--population-uptake,2026-07-31,3,72.8274,2024,0
UGA,dpi.pay--population-uptake,2026-08-31,3,72.8274,2024,0
UGA,dpi.pay--revenue-collection,2026-07-31,3,,,0
UGA,dpi.pay--revenue-collection,2026-08-31,3,,,0
UGA,dpi.registry--address-register,2026-07-31,2,,,0
UGA,dpi.registry--address-register,2026-08-31,2,,,0
UGA,dpi.registry--business-register,2026-07-31,3,,,0
UGA,dpi.registry--business-register,2026-08-31,3,,,0
UGA,dpi.registry--civil-register,2026-07-31,3,,,0
UGA,dpi.registry--civil-register,2026-08-31,3,,,0
UGA,dpi.registry--electoral-register,2026-07-31,2,,,0
UGA,dpi.registry--electoral-register,2026-08-31,2,,,0
UGA,dpi.registry--land-register,2026-07-31,2,,,0
UGA,dpi.registry--land-register,2026-08-31,2,,,0
UGA,dpi.registry--population-register,2026-07-31,3,,,0
UGA,dpi.registry--population-register,2026-08-31,3,,,0
UGA,dpi.registry--social-protection-register,2026-07-31,2,,,0
UGA,dpi.registry--social-protection-register,2026-08-31,2,,,0
UGA,dpi.registry--tax-register,2026-07-31,2,,,0
UGA,dpi.registry--tax-register,2026-08-31,2,,,0
UGA,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,3,,,0
UGA,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,3,,,0
UGA,finance.new--mobilisation-of-non-state-finance,2026-07-31,1,0.01452,2026,0
UGA,finance.new--mobilisation-of-non-state-finance,2026-08-31,1,0.01452,2026,0
UGA,gov.discourse--non-governmental-contribution-to-national-policy,2026-07-31,,,,0
UGA,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,,,,0
UGA,gov.discourse--open-discussion-of-government-policy,2026-07-31,2,,,0
UGA,gov.discourse--open-discussion-of-government-policy,2026-08-31,2,,,0
UGA,gov.legislate--access-to-information-legislation,2026-07-31,3,,,0
UGA,gov.legislate--access-to-information-legislation,2026-08-31,3,,,0
UGA,gov.legislate--ai-legislation-regulations,2026-07-31,2,,,0
UGA,gov.legislate--ai-legislation-regulations,2026-08-31,2,,,0
UGA,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
UGA,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
UGA,gov.legislate--data-protection-legislation,2026-07-31,3,,,0
UGA,gov.legislate--data-protection-legislation,2026-08-31,3,,,0
UGA,gov.legislate--digital-payments-legislation,2026-07-31,,,,0
UGA,gov.legislate--digital-payments-legislation,2026-08-31,,,,0
UGA,gov.legislate--e-commerce-legislation,2026-07-31,,,,0
UGA,gov.legislate--e-commerce-legislation,2026-08-31,,,,0
UGA,gov.legislate--legislation-covering-digital-id,2026-07-31,3,,,0
UGA,gov.legislate--legislation-covering-digital-id,2026-08-31,3,,,0
UGA,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,3,,,0
UGA,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,3,,,0
UGA,gov.legislate--statistics-legislation,2026-07-31,3,,,0
UGA,gov.legislate--statistics-legislation,2026-08-31,3,,,0
UGA,gov.policy--ai-strategy,2026-07-31,2,,,0
UGA,gov.policy--ai-strategy,2026-08-31,2,,,0
UGA,gov.policy--broadband-strategy,2026-07-31,3,,,0
UGA,gov.policy--broadband-strategy,2026-08-31,3,,,0
UGA,gov.policy--data-governance-policy,2026-07-31,2,,,0
UGA,gov.policy--data-governance-policy,2026-08-31,2,,,0
UGA,gov.policy--data-interoperability-framework-roadmap,2026-07-31,3,,,0
UGA,gov.policy--data-interoperability-framework-roadmap,2026-08-31,3,,,0
UGA,gov.policy--data-localisation-policies,2026-07-31,,,,0
UGA,gov.policy--data-localisation-policies,2026-08-31,,,,0
UGA,gov.policy--data-storage-cloud-strategy,2026-07-31,2,,,0
UGA,gov.policy--data-storage-cloud-strategy,2026-08-31,2,,,0
UGA,gov.policy--digital-transformation-strategy,2026-07-31,2,,,0
UGA,gov.policy--digital-transformation-strategy,2026-08-31,2,,,0
UGA,gov.policy--ict-strategy,2026-07-31,3,,,0
UGA,gov.policy--ict-strategy,2026-08-31,3,,,0
UGA,gov.policy--open-data-policy,2026-07-31,2,,,0
UGA,gov.policy--open-data-policy,2026-08-31,2,,,0
UGA,gov.protect--data-protection-authority,2026-07-31,3,,,0
UGA,gov.protect--data-protection-authority,2026-08-31,3,,,0
UGA,gov.protect--national-data-protection-readiness,2026-07-31,,,,0
UGA,gov.protect--national-data-protection-readiness,2026-08-31,,,,0
UGA,gov.regional--cross-border-data-transfers,2026-07-31,,,,0
UGA,gov.regional--cross-border-data-transfers,2026-08-31,,,,0
UGA,gov.regional--regional-legal-harmonisation,2026-07-31,,,,0
UGA,gov.regional--regional-legal-harmonisation,2026-08-31,,,,0
UGA,gov.regional--regional-policy-collaboration,2026-07-31,3,,,0
UGA,gov.regional--regional-policy-collaboration,2026-08-31,3,,,0
UGA,gov.regional--shared-regional-infrastructure,2026-07-31,2,,,0
UGA,gov.regional--shared-regional-infrastructure,2026-08-31,2,,,0
UGA,gov.standards--adoption-of-international-standards,2026-07-31,2,,,0
UGA,gov.standards--adoption-of-international-standards,2026-08-31,2,,,0
UGA,gov.standards--national-interoperability-standards,2026-07-31,3,,,0
UGA,gov.standards--national-interoperability-standards,2026-08-31,3,,,0
UGA,gov.standards--national-quality-standards,2026-07-31,2,,,0
UGA,gov.standards--national-quality-standards,2026-08-31,2,,,0
UGA,include.access--citizen-feedback-portals,2026-07-31,,,,0
UGA,include.access--citizen-feedback-portals,2026-08-31,,,,0
UGA,include.access--citizen-participation-in-policy,2026-07-31,,,,0
UGA,include.access--citizen-participation-in-policy,2026-08-31,,,,0
UGA,include.access--gender-equity,2026-07-31,2,28.3019,2024,0
UGA,include.access--gender-equity,2026-08-31,2,28.3019,2024,0
UGA,include.access--inclusion-of-persons-with-disabilities,2026-07-31,,,,0
UGA,include.access--inclusion-of-persons-with-disabilities,2026-08-31,,,,0
UGA,include.access--inclusion-of-refugees-and-idps,2026-07-31,3,,,0
UGA,include.access--inclusion-of-refugees-and-idps,2026-08-31,3,,,0
UGA,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,2,,,0
UGA,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,2,,,0
UGA,infra.capacity--robustness-of-government-hardware-and-software,2026-07-31,,,,0
UGA,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,,,,0
UGA,infra.connect--international-internet-bandwidth,2026-07-31,,,,0
UGA,infra.connect--international-internet-bandwidth,2026-08-31,,,,0
UGA,infra.connect--internet-exchange-points,2026-07-31,3,,,0
UGA,infra.connect--internet-exchange-points,2026-08-31,3,,,0
UGA,infra.connect--internet-usage,2026-07-31,1,8.9,2024,0
UGA,infra.connect--internet-usage,2026-08-31,1,8.9,2024,0
UGA,infra.connect--mobile-affordability,2026-07-31,1,6.07,2025,0
UGA,infra.connect--mobile-affordability,2026-08-31,1,6.07,2025,0
UGA,infra.connect--mobile-penetration,2026-07-31,1,43.3,2024,0
UGA,infra.connect--mobile-penetration,2026-08-31,1,43.3,2024,0
UGA,infra.connect--national-fibre-backbone,2026-07-31,2,,,0
UGA,infra.connect--national-fibre-backbone,2026-08-31,2,,,0
UGA,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,,,,0
UGA,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,3,,,0
UGA,infra.cybersec--national-cybersecurity-readiness,2026-07-31,2,,,0
UGA,infra.cybersec--national-cybersecurity-readiness,2026-08-31,2,,,0
UGA,infra.energy--grid-reliability,2026-07-31,3,3.9352,2025,0
UGA,infra.energy--grid-reliability,2026-08-31,3,3.9352,2025,0
UGA,infra.energy--rural-electrification,2026-07-31,2,44.8,2024,0
UGA,infra.energy--rural-electrification,2026-08-31,2,44.8,2024,0
UGA,infra.store--local-data-centre-capacity-all-providers,2026-07-31,4,2,2026,0
UGA,infra.store--local-data-centre-capacity-all-providers,2026-08-31,4,2,2026,0
UGA,infra.store--local-data-centre-capacity-national-providers,2026-07-31,2,40,2026,0
UGA,infra.store--local-data-centre-capacity-national-providers,2026-08-31,2,40,2026,0
UGA,infra.store--off-site-backup-capacity,2026-07-31,2,,,0
UGA,infra.store--off-site-backup-capacity,2026-08-31,2,,,0
UGA,tech.ai--control-of-ai-abuse,2026-07-31,2,,,0
UGA,tech.ai--control-of-ai-abuse,2026-08-31,2,,,0
UGA,tech.ai--development-of-national-regional-ai-systems,2026-07-31,3,,,0
UGA,tech.ai--development-of-national-regional-ai-systems,2026-08-31,3,,,0
UGA,tech.ai--use-of-ai-in-government-administration,2026-07-31,,,,0
UGA,tech.ai--use-of-ai-in-government-administration,2026-08-31,,,,0
UGA,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,,,,0
UGA,tech.industry--national-capacity-in-dt-related-production,2026-07-31,3,0.0899,2024,0
UGA,tech.industry--national-capacity-in-dt-related-production,2026-08-31,3,0.0899,2024,0
UGA,tech.innovate--tech-startup-ecosystem,2026-07-31,2,,,0
UGA,tech.innovate--tech-startup-ecosystem,2026-08-31,2,,,0
UGA,tech.innovate--technology-hubs,2026-07-31,3,,,0
UGA,tech.innovate--technology-hubs,2026-08-31,3,,,0
ZAF,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,2,,,0
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,2026-07-31,2,17.3918,2023,0
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,2026-08-31,2,17.3918,2023,0
ZAF,data.open--use-of-open-data,2026-07-31,,,,0
ZAF,data.open--use-of-open-data,2026-08-31,,,,0
ZAF,data.satellite--agricultural-use-of-satellite-data,2026-07-31,3,,,0
ZAF,data.satellite--agricultural-use-of-satellite-data,2026-08-31,3,,,0
ZAF,data.satellite--meteorological-use-of-satellite-data,2026-07-31,2,,,0
ZAF,data.satellite--meteorological-use-of-satellite-data,2026-08-31,2,,,0
ZAF,data.statistics--censuses-and-surveys,2026-07-31,3,,,0
ZAF,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
ZAF,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,,,,0
ZAF,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,,,,0
ZAF,data.statistics--statistics-from-administrative-data,2026-07-31,3,,,0
ZAF,data.statistics--statistics-from-administrative-data,2026-08-31,3,,,0
ZAF,digital.localgov--digitalisation-of-local-government-records,2026-07-31,2,,,0
ZAF,digital.localgov--digitalisation-of-local-government-records,2026-08-31,2,,,0
ZAF,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,2,,,0
ZAF,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,2,,,0
ZAF,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,2,,,0
ZAF,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,2,,,0
ZAF,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,3,,,0
ZAF,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,3,,,0
ZAF,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,2,,,0
ZAF,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
ZAF,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,,,,0
ZAF,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,,,,0
ZAF,dpi.exchange--interoperability-of-education-systems,2026-07-31,,,,0
ZAF,dpi.exchange--interoperability-of-education-systems,2026-08-31,,,,0
ZAF,dpi.exchange--interoperability-of-health-systems,2026-07-31,2,,,0
ZAF,dpi.exchange--interoperability-of-health-systems,2026-08-31,2,,,0
ZAF,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,,,,0
ZAF,dpi.exchange--national-data-exchange-system,2026-07-31,2,,,0
ZAF,dpi.exchange--national-data-exchange-system,2026-08-31,2,,,0
ZAF,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,3,,,0
ZAF,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,3,,,0
ZAF,dpi.govtech--e-government-services,2026-07-31,2,,,0
ZAF,dpi.govtech--e-government-services,2026-08-31,2,,,0
ZAF,dpi.id--authentication,2026-07-31,3,,,0
ZAF,dpi.id--authentication,2026-08-31,3,,,0
ZAF,dpi.id--digital-id-from-birth,2026-07-31,,,,0
ZAF,dpi.id--digital-id-from-birth,2026-08-31,,,,0
ZAF,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,2,,,0
ZAF,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,2,,,0
ZAF,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
ZAF,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
ZAF,dpi.id--robustness-of-system,2026-07-31,2,,,0
ZAF,dpi.id--robustness-of-system,2026-08-31,3,,,0
ZAF,dpi.id--use-by-other-systems,2026-07-31,2,,,0
ZAF,dpi.id--use-by-other-systems,2026-08-31,2,,,0
ZAF,dpi.mis--customs,2026-08-31,,,,0
ZAF,dpi.mis--education,2026-08-31,,,,0
ZAF,dpi.mis--health,2026-07-31,,,,0
ZAF,dpi.mis--health,2026-08-31,,,,0
