deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
tza-2026-082-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,082,082 - RAS Ruvuma,082,RAS Ruvuma,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Ruvuma passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,770834000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 082, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 237",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-083-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,083,083 - RAS Shinyanga,083,RAS Shinyanga,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Shinyanga's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,95404000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 083, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 246",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,8 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-084-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,084,084 - RAS Singida,084,RAS Singida,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Singida's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,164404000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 084, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 258",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,11 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-084-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,084,084 - RAS Singida,084,RAS Singida,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Singida passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,369420000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 084, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 261",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-085-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,085,085 - RAS Tabora,085,RAS Tabora,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Tabora's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,165305000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 085, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 271",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,13 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-085-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,085,085 - RAS Tabora,085,RAS Tabora,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Tabora passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,505980000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 085, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 274",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-086-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,086,086 - RAS Tanga,086,RAS Tanga,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Tanga's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,153709148,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 086, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 285-286",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,14 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-086-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,086,086 - RAS Tanga,086,RAS Tanga,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Tanga passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,718648000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 086, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 290",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-087-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,087,087 - RAS Kagera,087,RAS Kagera,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Kagera's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,98898000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 087, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 300",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,10 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-087-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,087,087 - RAS Kagera,087,RAS Kagera,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Kagera passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,994051587,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 087, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 304",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-088-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,088,088 - RAS Dar es Salaam,088,RAS Dar es Salaam,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Dar es Salaam's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,192847000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 088, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 313",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,11 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-089-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,089,089 - RAS Rukwa,089,RAS Rukwa,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Rukwa's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,98506000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 089, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 323-324",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,9 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-090-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,090,090 - RAS Songwe,090,RAS Songwe,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Songwe's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,128169827,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 090, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 334-335",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,12 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-095-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,095,095 - RAS Manyara,095,RAS Manyara,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Manyara's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,129835198,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 095, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 346-347",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,11 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-030-26311169,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,030,030 - President's Office and Cabinet Secretariat,26311169,e-Government Agency,26311169,e-Government Agency,,,26311,printed,printed,body,e-Government Agency,"Subvention to the e-Government Agency, the body that sets government ICT standards and runs shared e-government systems.",dpi.govtech,whole,"A single-mandate body: the e-Government Agency's statutory remit is government ICT and e-services, so its whole subvention is digital.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,20343375500,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II 2026/27, as passed, Recurrent Government Subsidies and Grant Transfers to Public Institutions, Vote 030, line 26311169, column Grand Total, PDF p. 16",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,"PE 13,346,884,000 and OC 6,996,491,500 sum to the printed total; the annex's body lines sum to its printed grand total. The annex's lines under this vote's transfer item sum to that item in the vote table. The receiving body's own budget is not held, so the transfer counts here, once."
tza-2026-038-28211159,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,038,038 - Defence,28211159,Military School of ICT,28211159,Military School of ICT,,,28211,printed,printed,body,Military School of ICT,Transfer to the defence forces' military school of ICT.,capacity.training,whole,A training school whose name and place in the defence colleges list make ICT training its whole purpose.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,294713000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II 2026/27, as passed, Recurrent Government Subsidies and Grant Transfers to Public Institutions, Vote 038, line 28211159, column Grand Total, PDF p. 17",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,"PE 0 and OC 294,713,000 sum to the printed total; the annex's body lines sum to its printed grand total. The receiving body's own budget is not held, so the transfer counts here, once."
tza-2026-051-26311148,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,051,051 - Ministry of Home Affairs,26311148,National Identity Authority (NIDA),26311148,National Identity Authority (NIDA),,,26311,printed,printed,body,National Identity Authority (NIDA),"Subvention to the National Identification Authority, which registers residents and issues national identity numbers and cards.",dpi.id,whole,A single-mandate body: the identification authority's whole remit is the national identity register and its credentials.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,36054014000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II 2026/27, as passed, Recurrent Government Subsidies and Grant Transfers to Public Institutions, Vote 051, line 26311148, column Grand Total, PDF p. 21",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,"PE 15,685,628,000 and OC 20,368,386,000 sum to the printed total; the annex's body lines sum to its printed grand total. The annex's lines under this vote's transfer item sum to that item in the vote table. The receiving body's own budget is not held, so the transfer counts here, once."
tza-2026-053-26311148,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,053,"053 - Ministry of Community Development, Gender, Women and Special Groups",26311148,National Identity Authority (NIDA),26311148,National Identity Authority (NIDA),,,26311,printed,printed,body,National Identity Authority (NIDA),"Subvention to the National Identification Authority, which registers residents and issues national identity numbers and cards.",dpi.id,whole,A single-mandate body: the identification authority's whole remit is the national identity register and its credentials.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,10000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II 2026/27, as passed, Recurrent Government Subsidies and Grant Transfers to Public Institutions, Vote 053, line 26311148, column Grand Total, PDF p. 23",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,"PE 0 and OC 10,000,000 sum to the printed total; the annex's body lines sum to its printed grand total. The annex's lines under this vote's transfer item sum to that item in the vote table. The receiving body's own budget is not held, so the transfer counts here, once."
tza-2026-068-26311429,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,068,068 - Ministry of Communication and Information Technology,26311429,ICT Commission,26311429,ICT Commission,,,26311,printed,printed,body,ICT Commission,"Subvention to the ICT Commission, the body for ICT professionals and ICT sector development.",tech.industry,whole,A single-mandate body whose remit is the ICT profession and ICT sector development.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,2094807000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II 2026/27, as passed, Recurrent Government Subsidies and Grant Transfers to Public Institutions, Vote 068, line 26311429, column Grand Total, PDF p. 24",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,"PE 971,910,000 and OC 1,122,897,000 sum to the printed total; the annex's body lines sum to its printed grand total. The annex's lines under this vote's transfer item sum to that item in the vote table. The receiving body's own budget is not held, so the transfer counts here, once."
tza-2026-068-26311556,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,068,068 - Ministry of Communication and Information Technology,26311556,Personal Data Protection Commission,26311556,Personal Data Protection Commission,,,26311,printed,printed,body,Personal Data Protection Commission,"Subvention to the Personal Data Protection Commission, the data protection regulator.",gov.protect,whole,A single-mandate body: the data protection regulator.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1294602360,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II 2026/27, as passed, Recurrent Government Subsidies and Grant Transfers to Public Institutions, Vote 068, line 26311556, column Grand Total, PDF p. 24",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,"PE 1,294,602,360 and OC 0 sum to the printed total; the annex's body lines sum to its printed grand total. The annex's lines under this vote's transfer item sum to that item in the vote table. The receiving body's own budget is not held, so the transfer counts here, once."
tza-2026-002-1005-6585,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,002,002 - Teachers' Service Commission,1005,ICT and Statistics Unit,6585,Teachers' Commission Management Information System,,,,printed,printed,project,Teachers' Commission Management Information System,The Teachers' Service Commission management information system.,dpi.mis,whole,Project named for a management information system.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1064215000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 002, Sub Vote 1005, project 6585, column 2026/2027 Estimates Local, PDF p. 40",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
tza-2026-005-1007-4486,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,005,005 - National Irrigation Commission,1007,Information Communication Technology Unit,4486,Agricultural Sector Development Programe (ASDP),,,,printed,printed,project,Agricultural Sector Development Programe (ASDP),The agricultural sector programme's share booked in the irrigation commission's ICT unit.,dpi.govtech,unclear,A sector programme booked in the ICT unit; what it buys is not printed.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,588900000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 005, Sub Vote 1007, project 4486, column 2026/2027 Estimates Local, PDF p. 52",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
tza-2026-015-1003-5505,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,015,015 - Commission for Mediation and Arbitration,1003,"Planning, Monitoring and Evaluation Unit",5505,Modernization of CMA business process,,,,printed,printed,project,Modernization of CMA business process,Modernising the mediation and arbitration commission's business processes.,dpi.govtech,partial,"Process modernisation that the commission books mostly through its ICT unit; the name does not confine it to systems, so it is held partial.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,55946000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 015, Sub Vote 1003, project 5505, column 2026/2027 Estimates Local, PDF p. 83",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
tza-2026-015-1005-5505,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,015,015 - Commission for Mediation and Arbitration,1005,"Information, Communication and Technology Unit",5505,Modernization of CMA business process,,,,printed,printed,project,Modernization of CMA business process,Modernising the mediation and arbitration commission's business processes.,dpi.govtech,partial,"Process modernisation that the commission books mostly through its ICT unit; the name does not confine it to systems, so it is held partial.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,89450000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 015, Sub Vote 1005, project 5505, column 2026/2027 Estimates Local, PDF p. 83",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
tza-2026-015-2001-5505,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,015,015 - Commission for Mediation and Arbitration,2001,Mediation,5505,Modernization of CMA business process,,,,printed,printed,project,Modernization of CMA business process,Modernising the mediation and arbitration commission's business processes.,dpi.govtech,partial,"Process modernisation that the commission books mostly through its ICT unit; the name does not confine it to systems, so it is held partial.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,60000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 015, Sub Vote 2001, project 5505, column 2026/2027 Estimates Local, PDF p. 83",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
tza-2026-015-2002-5505,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,015,015 - Commission for Mediation and Arbitration,2002,Arbitration,5505,Modernization of CMA business process,,,,printed,printed,project,Modernization of CMA business process,Modernising the mediation and arbitration commission's business processes.,dpi.govtech,partial,"Process modernisation that the commission books mostly through its ICT unit; the name does not confine it to systems, so it is held partial.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,70650000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 015, Sub Vote 2002, project 5505, column 2026/2027 Estimates Local, PDF p. 84",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
tza-2026-021-2002-6255,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,021,021 - The Treasury,2002,Policy Analysis Division,6255,TRA Tax Modernization Project,,,,printed,printed,project,TRA Tax Modernization Project,The revenue authority's tax modernisation project.,dpi.mis,unclear,"Tax administration modernisation is largely systems work, but the line's name does not say so and no finer line prints; held unclear.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,28000000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 021, Sub Vote 2002, project 6255, column 2026/2027 Estimates Local, PDF p. 91",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
tza-2026-021-2002-6573,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,021,021 - The Treasury,2002,Policy Analysis Division,6573,Tanzania Statistical Master Plan Project,,,,printed,printed,project,Tanzania Statistical Master Plan Project,"The Tanzania Statistical Master Plan, the national strategy for statistics.",data.statistics,partial,"The national statistics strategy is a data line; its survey and census fieldwork is not separable, so it is held partial.",domestic-state,counterpart,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1577406600,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 021, Sub Vote 2002, project 6573, column 2026/2027 Estimates Local, PDF p. 91",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals. The same project carries 38,689,559,000 of foreign financing this year, held in external.csv; the local line is the state's counterpart and is printed separately. The development transfer annex passes exactly this local amount to National Bureau of Statistics (NBS) (line 26321232, PDF p. 15); that body's budget is not held, so the money counts here, once."
tza-2026-030-1003-6284,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,030,030 - President's Office and Cabinet Secretariat,1003,Policy and Planning Coordination Division,6284,Public Service Reform Program III,,,,printed,printed,project,Public Service Reform Program III,"Development money for the e-Government Agency, appropriated under the public service reform project in the President's Office vote.",dpi.govtech,whole,"The volume's development transfer annex passes exactly this amount from the vote to the e-Government Agency, a single-mandate digital body.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,20341177000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 030, Sub Vote 1003, project 6284, column 2026/2027 Estimates Local, PDF p. 122",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals. The development transfer annex passes exactly this local amount to e-Government Agency (line 26311169, PDF p. 15); that body's budget is not held, so the money counts here, once."
tza-2026-032-4002-6284,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,032,032 - President's Office-Public Service Management and Good Governance,4002,Management Information System Division,6284,Public Service Reform Program III,,,,printed,printed,project,Public Service Reform Program III,The public service reform programme's share booked in the management information systems division.,dpi.govtech,unclear,A reform programme booked in the MIS division; what it buys is not printed.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1135637000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume IV development estimates 2026/27, as passed, Vote 032, Sub Vote 4002, project 6284, column 2026/2027 Estimates Local, PDF p. 131",2026-07-27-tza-vol-iv-development-estimates-2026-27-as-passed-companion,2026-09-24,,"Local column, Treasury-financed (Loan/Grant L, C/R/D T, donor 0GT); the project and subvote cross-foot to the printed subvote and vote totals."
