slug,display,basis,sources
seerbit,SeerBit,full,1
seft-seychelles,Seychelles Electronic Funds Transfer,acronym,1
segesa-gnq,SEGESA,full,3
segid,SEGID,full,1
segovia,Segovia,full,1
segun-ogunsanya,Segun Ogunsanya,full,1
seguro-medico-universal-equatorial-guinea,Seguro Medico Universal,full,1
selar,Selar,full,1
selba24,SelBa24,full,2
semlex,Semlex,full,10
semoa,Semoa,full,2
sen-csu,Couverture Sanitaire Universelle,acronym,1
senado-equatorial-guinea,Senado,full,3
senami-mozambique,SENAMI,full,1
senate-of-eswatini,SENATE,full,1
senate-of-kenya,Senate,full,2
senate-of-liberia,Senate,full,1
senate-of-nigeria,Senate,full,1
sendy,Sendy,full,2
senegal-universal-connectivity,Universal Connectivity,full,1
sentech,Sentech,full,2
sentimbre,SenTimbre,full,2
senum-sa,SENUM,full,1
seraj-islamic-bank,Seraj Islamic Bank,full,1
serap,Socio-Economic Rights and Accountability Project,acronym,2
serenea-group,SERENEA Group,full,1
serensic-africa,Serensic,full,1
sernie,Le SERNIE,full,1
serpro,President of Serpro,full,1
servernah-cloud,Servernah Cloud,full,2
service-public-gov-bf,Service Public BF,partial,1
service-public-tg,Service Public Togo,partial,1
service-wise-gpt,Service-Wise GPT,full,1
services-du-premier-ministre,Premier Ministre,partial,3
services-publics-togo,Services Publics,full,2
setic-burundi,SETIC,full,6
setic-fp-angola,SETIC FP Angola,full,1
seve-diomande,Seve Diomande,full,1
seychelles-civil-status-act,Seychelles Civil Status Act,full,1
seychelles-commercial-bank,Seychelles Commercial Bank,full,2
seychelles-communications-regulatory-authority,Seychelles Communications Regulatory Authority,full,2
seychelles-national-addressing-system,National Addressing System,full,1
seychelles-postal-regulator,Postal Regulator Services,full,1
seychelles-revenue-commission,Seychelles Revenue Commission,full,3
seychelles-social-protection-pforr,Social Protection System PforR,full,1
seydou-abdou-amouda,Seydou Abdou Amouda,full,1
seyid,SeyID,full,3
sflrac,SFLRAC,full,1
sgpme-cote-divoire,SGPME,full,1
shambko-apps-group,Shambko Apps Group,full,1
shanghai-nenghui-technology,Shanghai Nenghui Technology,full,1
shaqodoon,Shaqodoon Organization,full,1
shawn-ntlhaile,Shawn Ntlhaile,full,1
she-code-ai,Code.ai,full,1
she-powers-africa-digital-academy,Powers Africa Digital Academy,full,1
shecode-ai,CEO of SheCode.ai,full,1
shega-llc,Shega LLC,full,1
shein,Shein,full,1
shenzhen-lemi-technology,Shenzhen Lemi Technology,full,1
sheriff-adedokun,Sheriff Olayinka Adedokun,full,1
shop2shop,Shop2Shop,full,2
shopmium,Shopmium,full,1
shoppy-marketspace,Shoppy MarketSpace,full,1
shoprite-group,Shoprite,full,3
siade,Siade,full,2
siandou-fofana,Siandou Fofana,full,1
sibanye-stillwater,Sibanye-Stillwater,full,1
sica-uemoa,SICA-UEMOA,full,1
sicolo-gnq,SICOLO,full,1
sicpa,SICPA,full,1
sid-ali-zerrouki,Sid Ali Zerrouki,full,3
sida,Description Sida,full,1
sidi-ould-tah,Dr. Sidi Ould Tah,full,1
sidian-bank-limited,Sidian Bank,full,2
sierra-leone-anti-corruption-commission,Anti-Corruption Commission,full,1
sierra-leone-electronic-transactions-act-2019,Electronic Transactions Act,partial,3
sierra-leone-instant-payment-switch,National Instant Payment Switch,full,1
sierra-leone-ministry-of-information-and-civic-education,Ministry of Information and Civic Education,full,1
sierra-leone-national-data-strategy,National Data Strategy,full,1
sierra-leone-national-digital-farmer-registry,National Digital Farmer Registry,full,1
sierratel,Sierratel,full,1
sifem,Swiss Investment Fund for Emerging Markets,acronym,5
sifi-ghrieb,Sifi Ghrieb,full,1
sigfae,SIGFAE,full,2
sigfip-chad,SIGFiP,full,1
sigfip-gabon,SIGFIP,full,4
sightsavers,Sightsavers,full,2
sigip-mali,SIGIP,full,2
sigit,SIGIT,full,2
sigmat,SIGMAT,full,5
sign-foundation,SIGN Foundation,full,2
sigref-gnq,SIGREF,full,1
sigtur-angola,SIGTUR,full,2
sigui-dolo,Sigui-Dolo,full,2
siin,Guinée. SIIN,full,1
siinqee-bank,Siinqee Bank,full,1
silent-ventures,Silent Ventures,full,2
silikin-village,Silikin Village,full,2
silina-tech,Silina Tech,full,1
silsila-tech,Silsila Tech,full,1
silverlinks,Silverlinks,full,1
simad-university,SIMAD University,full,1
simocash,SimoCash,full,1
simplon,SIMPLON,full,1
simplon-africa,Simplon Africa,full,1
sindicato-dos-jornalistas-angolanos,Jornalistas Angolanos,partial,1
sing-gabon,La SING,full,1
sinohydro,Sinohydro,full,1
sinse,SINSE,full,1
sinse-angola,SINSE,full,2
sipao,SIPAO,full,6
sipen-uemoa,SIPEN-UEMOA,full,6
sipodi,SIPODI,full,1
siratpay,SIRATPay,full,1
sirec,SIREC,full,3
sirec-guinea-bissau,SIREC,full,2
sisag,SISAG,full,1
sisies,SISIES,full,1
sistema-de-pagamentos-de-angola,Sistema de Pagamentos de Angola,full,1
sistema-estatistico-nacional-angola,Sistema Estatístico Nacional,partial,4
sistema-integrado-de-gestao-documental-e-arquivo-angola,Sistema Integrado de Gestão Documental,partial,1
sistema-norte-angola,Sistema Norte,full,1
sita,State Information Technology Agency,acronym,7
sixty60,Sixty60,full,1
skld-integrated-services,SKLD Integrated Services Limited,full,1
skodji-digital,Skodji Digital,full,3
skyconnect,Skyconnect,full,1
skydd,Skydd,full,1
skye-africa-intelligence,Skye Africa Intelligence,full,1
slb-africa-performance-center,Africa Performance Center,partial,1
smart-africa,Smart Africa,full,7
smart-africa-data-exchange,Smart Africa Data Exchange,full,1
smart-africa-digital-academy,Smart Africa Digital Academy,full,1
smart-africa-trust-alliance,Smart Africa Trust Alliance,full,1
smart-anambra,Smart Anambra,full,1
smart-applications-international,Smart Applications International,full,1
smart-city-surveillance-in-africa-2026,Smart City Surveillance,partial,1
smart-layers,Smart Layers,full,1
smart-test-algeria,Smart Test Spa,full,1
smart-tunisian-technoparks,Smart Tunisian Technoparks,full,1
smart-zambia,Smart Zambia,full,1
smart-zambia-institute,SMART Zambia Institute,full,6
smartbots,SmartBots,full,2
smartcare-pro,SmartCare Pro,full,3
smartswitch-botswana,SmartSwitch Botswana,full,3
smedan,Small and Medium Enterprises Development Agency of Nigeria,acronym,2
smega-pay,SMEGA Pay,full,1
smile-id,Smile ID,full,4
smtd-sa,SMTD-SA,full,2
sn-den,Samira Njoya,acronym,1
snbs,Somalia National Bureau of Statistics,acronym,1
sndeci,SNDECI,full,2
sndi-cote-divoire,La Sndi,full,1
sneci,SNECI,full,1
snedai,SNEDAI,full,1
snel,La SNEL,full,1
sniam,SNIAM,full,1
sniam-benin,SNIAM,full,2
snis-guinea,SNIS. Recommendations,full,1
snk-ia-challenge,SNK IA Challenge,full,1
snmap-burkina-faso,SNMAP,full,1
soas-university-of-london,SOAS University of London,full,1
socadel,Socadel,full,1
socapost,SOCAPOST,full,1
socatel,SOCATEL,full,6
social-health-authority-kenya,Social Health Authority,full,11
social-register-mauritius,Social Register of Mauritius,full,1
social-register-of-mauritius,Social Register of Mauritius,full,2
social-solidarity-fund-libya,Social Solidarity Fund,full,1
social-watch-benin,Social Watch Bénin,full,3
social-welfare-department-eswatini,Social Welfare Department,full,1
socio-economic-rights-institute,Socio-Economic Rights Institute,full,1
socpen,Socpen,full,1
socradar,SOCRadar,full,1
sodeci,SODECI,full,1
sodexam,SODEXAM,full,2
soff,Systematic Observations Financing Facility,acronym,3
soficam,SOFICAM,full,1
sofiene-hemissi,Mr. Sofiene Hemissi,full,1
sofrecom,Sofrecom,full,1
sogeb,SOGEB,full,2
sogema-technologies,SOGEMA Technologies,full,1
sogesy,SOGESY,full,1
solar-united-madagascar,Solar United Madagascar,full,1
solcon-capital,Solcon Capital,full,1
solecrypt,Solecrypt,full,1
solly-malatsi,Solly Malatsi,full,9
solution-innovation-district-anambra,Solution Innovation District,partial,1
solvinity,Solvinity,full,1
solwezi-municipal-council,Solwezi Municipal Council,full,1
somaf-group,Somaf Group,full,1
somali-bankers-association,Somali Bankers Association,full,1
somali-blind-diaspora,Somali Blind Diaspora,full,1
somali-bureau-of-standards,Somali Bureau of Standards,full,1
somali-data-protection-act,Data Protection Act,partial,1
somali-embassy-kenya,Somali Embassy,full,1
somali-media-association,Somali Media Association,full,1
somali-national-artificial-intelligence-centre,Somali National Artificial Intelligence Centre,full,1
somali-national-bureau-of-statistics,Somali National Bureau of Statistics,full,1
somali-national-university,Somali National University,full,3
somalia-data-protection-authority,Somalia Data Protection Authority,full,2
somalia-federal-ministry-of-health,Ministry of Health,partial,1
somalia-instant-payment-system,Somalia Instant Payment System,full,3
somalia-ministry-communications-technology,Ministry of Communications and Technology,full,5
somalia-ministry-education-culture-higher-education,Culture and Higher Education,partial,2
somalia-ministry-labour-social-affairs,Ministry of Labor and Social Affairs,partial,1
somalia-ministry-of-agriculture,Ministry of Agriculture,full,1
somalia-ministry-of-environment-and-climate-change,Ministry of Environment and Climate Change Somalia,full,1
somalia-ministry-of-foreign-affairs-and-international-cooperation,Minister of Foreign Affairs and International Cooperation,partial,1
somalia-ministry-of-health-and-social-services,Ministry of Health and Social Services,full,1
somalia-national-bureau-of-statistics,Somalia National Bureau of Statistics,full,3
somalia-national-data-center,National Data Center,full,2
somalia-national-electoral-commission,National Electoral Commission,full,1
somalia-payment-switch,Somalia Payment Switch,full,1
somalia-senate,Senate,full,1
somaliland,Somaliland,full,1
somaliland-judicial-commission,Judicial Commission,partial,1
somaliland-ministry-of-energy-and-minerals,Somaliland's Ministry of Energy and Minerals,full,1
somaliren,SomaliREN,full,2
somcable,Somcable,full,1
somelec-mauritania,SOMELEC,full,1
somnet-telecom,Somnet Telecom,full,1
somtel,Somtel,full,1
sonabel,SONABEL,full,4
sonagnon,Sonagnon,full,1
sonatel,Sonatel,full,7
sonatel-s-a,Sonatel,full,1
sonatrach,Sonelgaz and Sonatrach,full,1
sonelgaz,Sonelgaz,full,4
sony-innovation-fund,Sony Innovation Fund,full,1
sored-namibia,SORED,full,1
sos-consommateurs-gabon,SOS Consommateurs,full,1
sosup-gabon,SOSUP,full,1
sotel-chad,Sotel,full,1
sotel-tchad,Sotel Tchad,full,2
sotelma,SOTELMA,full,3
sotumag-tunisia,La SOTUMAG,full,1
souleymane-diarrassouba,Souleymane Diarrassouba,full,1
south-africa-eta,Electronic Travel Authorisation,acronym,7
south-african-human-rights-commission,South African Human Rights Commission,full,7
south-african-reserve-bank,South African Reserve Bank,full,3
south-korea,South Korea,full,2
south-sudan-data-protection-bill,Data Protection Bill,full,2
south-sudan-ict-authority,ICT Authority,full,1
south-sudan-ministry-of-interior,Ministry of Interior,full,1
south-sudan-revenue-authority,South Sudan Revenue Authority,full,3
southern-voice,Southern Voice,full,1
space-forum-africa,Space Forum Africa,full,1
space-science-geospatial-institute-ethiopia,Space Science and Geospatial Institute,full,2
space42,Space42,full,2
spacebel,SPACEBEL,full,1
spacecoin,Spacecoin,full,1
spacex,SpaceX,full,9
sparc-systems,Sparc Systems,full,1
sparkle,Sparkle,full,3
special-investigating-unit-south-africa,Special Investigating Unit,full,5
specimen-sharing-agreement,Specimen Sharing Agreement,full,3
spectranet,Spectranet,full,2
spiro,Spiro,full,2
spivten,SPIVTEN,full,4
spivten-burkina-faso,SPIVTEN,full,1
spix-foundation,SPIX Foundation,full,1
spotlight-initiative,Spotlight Initiative,full,1
spotlight-on-africa,Spotlight,full,1
ss-tracking,SS Tracking,full,1
ssgi-ethiopia,Space Science and Geospatial Institute,acronym,1
ssips-south-sudan,SSIPS,full,1
ssvp-st-christopher-catholic-church,SSVP St Christopher Catholic Church,full,1
st-digital-gabon,ST Digital Gabon,full,1
st-engineering-idirect,ST Engineering,partial,1
st-gallen-endowment-for-prosperity-through-trade,St. Gallen Endowment for Prosperity,partial,1
stackit,StackIT,full,1
stakpak,Stakpak,full,1
stanbic-bank-ghana,Stanbic Bank Ghana,full,1
stanbic-ibtc,Stanbic IBTC,full,2
standard-bank,Standard Bank,full,9
standard-bank-group,Standard Bank,full,3
standard-chartered-foundation,Egypt Standard Chartered Foundation,full,1
standard-chartered-uganda,Standard Chartered Bank Uganda,full,3
standard-lesotho-bank,Standard Lesotho Bank,full,2
standards-association-zimbabwe,Standards Association of Zimbabwe,full,1
standards-council-mauritius,Standards Council,full,1
stanlib,STANLIB Lesotho,full,2
stanlib-lesotho,Stanlib Lesotho,full,1
staphord-nkumbuye,Staphord Nkumbuye,full,1
star-media-development-centre,Star Media Development Centre,full,1
star-p,STAR-P,full,1
star-uemoa,STAR-UEMOA,full,1
starcell-international-liberia,Starcell International Liberia,full,1
stardust,Stardust,full,1
starlink,Starlink,full,11
starlink-airtel-d2c-partnership,Starlink-Airtel Partnership,partial,1
start-up-act-cote-divoire,Start-up Act,full,1
startimes,StarTimes,full,3
startup-abuja,Startup Abuja,full,1
startup-act-cote-divoire,Startup Act,full,2
startup-act-djibouti,Startup Act,full,2
startup-act-rdc,Startup Act,full,2
startup-boost-capital,Startup Boost Capital,full,1
startup-tunisia,Startup Tunisia,full,1
statafric,STATAFRIC,full,2
state-department-diaspora-affairs-kenya,State Department for Diaspora Affairs,full,1
state-department-for-broadcasting-and-telecommunications-kenya,State Department for Broadcasting and Telecommunications,full,2
state-department-for-children-services-kenya,CULTURE AND CHILDREN SERVICES State Department,full,1
state-department-for-devolution-kenya,State Department for Devolution,full,1
state-department-for-immigration-and-citizen-services-kenya,State Department for Immigration and Citizen Services,full,7
state-department-for-lands-and-physical-planning-kenya,State Department for Lands and Physical Planning,full,3
state-department-for-social-protection-kenya,State Department for Social Protection,full,1
state-department-ict-digital-economy-kenya,State Department of ICT and Digital Economy,full,1
state-house-kenya,State House,full,2
state-house-seychelles,State House,full,2
state-informatics-mauritius,State Informatics Limited,full,1
state-intelligence-service-gambia,State Intelligence Service,full,1
state-lawsuits-authority-egypt,State Lawsuits Authority,full,1
state-owned-enterprises-unit-egypt,State-Owned Enterprises Unit,full,1
state-security-agency-south-africa,State Security Agency,full,2
stateduc,StatEduc,full,5
statewatch,Statewatch,full,1
statistics-advisory-council-mauritius,Statistics Advisory Council,full,1
statistics-board-mauritius,Statistics Board,full,1
statistics-botswana,Statistics Botswana,full,9
statistics-mauritius,Statistics Mauritius,full,12
statistics-norway,Eritrea and Statistics Norway,full,1
statistics-south-africa,Statistics South Africa,full,10
statistics-sweden,Statistics Sweden,full,1
stdm,Social Tenure Domain Model,acronym,1
stears,Stears,full,1
stefaan-verhulst,Stefaan Verhulst The GovLab,full,1
stellarix,Stellarix,full,1
stempower,STEMpower,full,2
stephen-lansdown,Stephen Lansdown CBE,full,1
sterling-bank,Sterling Bank,full,1
steve-tchouaga,Steve Tchouaga,full,1
steven-nbienou-kouadjo,Steven Nbienou Kouadjo,full,1
steward-vision-assistant,Steward Vision Assistant,full,1
sti-op-uganda,STI-OP,full,1
stichting-brac-international,Stichting BRAC International,full,1
stitch,Stitch,full,1
stockholm-university,Description University of Stockholm,full,1
stp-digital,Digital,full,1
strathmore-university,Strathmore University,full,1
stripe,Stripe,full,2
strive-masiyiwa,Strive Masiyiwa,full,6
studia-inc,Studia Inc,full,2
sublime-cote-divoire,Sublime Côte,full,2
subsidies-compensation-platform-tunisia,Subsidies Compensation Platform,full,1
sudan-cert,Sudan CERT,full,1
sudan-child-act-2010,Child Act,partial,1
sudan-civil-registry,Civil Registry,full,2
sudan-cybercrime-act-2007,Cybercrime Act,partial,1
sudan-cybercrime-law-2008,Cybercrime Law,partial,1
sudan-family-support-program,Sudan Family Support Program,full,1
sudan-federal-ministry-of-health,Federal Ministry of Health,full,1
sudan-humanitarian-fund,Sudan Humanitarian Fund,full,1
sudan-meteorological-authority,General Meteorological Authority,full,1
sudan-ministry-of-agriculture-and-irrigation,Ministry of Agriculture and Irrigation,full,1
sudan-ministry-of-agriculture-irrigation,Ministry of Agriculture and Irrigation,full,1
sudan-ministry-of-digital-transformation,Ministry of Digital Transformation,full,1
sudan-ministry-of-finance,Ministry of Finance,full,1
sudan-ministry-of-finance-and-economic-planning,Ministry of Finance and Economic Planning,full,1
sudan-ministry-of-interior,Sudan Ministry of Interior,full,1
sudan-ministry-of-justice,Sudan Ministry of Justice,full,2
sudan-national-civil-registry,National Civil Registry PSP,full,1
sudan-police-forces,Police Forces,full,1
sudan-taxation-chamber,Sudan Taxation Chamber,full,3
sudan-tpra,Telecommunication and Postal Regulation Authority,acronym,1
sudanese-armed-forces,Sudanese Armed Forces,full,4
sudanese-center-for-policy-studies,Sudanese Center for Policy Studies,full,1
sudanese-cybersecurity-authority,Sudanese Cybersecurity Authority,full,7
sudanese-data-and-ai-authority,Sudanese Data and Artificial Intelligence Authority,partial,2
sudanese-journalists-syndicate,Sudanese Journalists Syndicate,full,1
sudanese-red-crescent-society,Sudanese Red Crescent Society,full,1
sudapass,SUDAPASS,full,6
sudatel,Sudatel,full,4
sudatel-telecom-group,Sudatel Telecom Group,full,2
sugar-investment-trust-mauritius,Sugar Investment Trust,full,1
sumec,Sumec,full,2
sumsub,Sumsub,full,2
sun-king,Sun King,full,2
sun-king-sun-king-financing,Sun King Financing Limited,full,1
sunbird-ai,Sunbird AI,full,1
sunculture,SunCulture,full,1
sungrow,Sungrow,full,1
supreme-council-for-media-regulation-egypt,Supreme Council for Media Regulation,full,1
supreme-court-of-equatorial-guinea,Supreme Court of Justice,full,1
supreme-court-of-mauritius,Supreme Court,full,1
supreme-court-of-nigeria,Supreme Court of Nigeria,full,1
supreme-judicial-council-egypt,Supreme Judicial Council,full,1
survey-department-libya,Survey Department of Libya,full,1
sutura,SUTURA,full,1
suzanne-tumba,Suzanne Tumba,full,1
swedfund,Swedfund,full,6
swedish-civil-contingencies-agency,Swedish Civil Contingencies Agency,full,1
swedish-tax-agency,Swedish Tax Agency,full,1
swiftnet,Swiftnet,full,1
swiftway-shippers,Swiftway Shippers,full,1
swiss-african-business-circle,Swiss-African Business Circle,full,1
swiss-agency-for-development-and-cooperation,Swiss Agency for Development and Cooperation,full,1
sybrin,Sybrin,full,2
sydonia,SYDONIA,full,3
sydonia-world,Sydonia World,full,2
sygfr,SYGFR,full,1
sylvain-mubenga,Sylvain Mubenga,full,1
sylvia-blyden,Sylvia Blyden,full,1
sylvie-baipo-temon,Mme Sylvie Baipo Temon,full,1
symbiotics,Symbiotics. Having,full,1
symbiotics-msme-bonds-s-a,MSME Bonds S.A,partial,1
symocel,SYMOCEL,full,1
synafare,Synafare,full,2
synam-ci,SYNAM-CI,full,2
synapsys-conseils,Synapsys Conseils SA,full,2
synecat,SYNECAT,full,1
synectics-technologies,Synectics Technologies,full,2
synergy-international-systems,Synergy International Systems,full,1
synth-tech-limited,Synth Tech Limited,full,1
sysroad,SYSROAD,full,4
systeme-statistique-national,Système Statistique National,partial,2
systems-limited,Systems Limited,full,1
t-connect-lesotho,T-Connect Lesotho,full,3
t-start,T-Start,full,1
t-tel,T-TEL,full,1
t4b,T4B-Dolinveste,full,1
taara,Taara,full,2
tabaakoum,Tabaakoum,full,1
tabaarak-ict,Tabaarak ICT,full,1
tactis,TACTIS SA,full,1
tadamon-bank-libya,Tadamon Bank,full,1
tadat,Tax Administration Diagnostic Assessment Tool,acronym,2
tadawul-libya,Tadawul,full,1
tagaddod,Tagaddod,full,1
tagdev-2,TagDev,full,1
tahaluf,Tahaluf,full,2
takaful-and-karama,Takaful and Karama,full,2
takealot,Takealot,full,1
tallinn-university-of-technology,Tallinn University of Technology,full,2
tampere-convention,Tampere Convention,full,1
tamweely,Tamweely,full,2
tana-river-county-government,Tana River County Government,full,1
tanel,Tanel,full,1
tanzania-bureau-of-standards,Tanzania Bureau of Standards,full,1
tanzania-communications-regulatory-authority,Tanzania Communications Regulatory Authority,full,1
tanzania-data-lab,Tanzania Data Lab,full,1
tanzania-digital-health-strategy-2025-2030,Digital Health Strategy,partial,1
tanzania-e-government-strategy-2022,Government Strategy,partial,1
tanzania-financial-consumer-protection-regulations,Financial Consumer Protection Regulations,full,1
tanzania-forest-services-agency,Tanzania Forest Services Agency,full,1
tanzania-infant-registration-bill,Infant Registration Bill,full,1
tanzania-mercantile-exchange,Tanzania Mercantile Exchange,full,1
tanzania-ministry-of-finance,Ministry of Finance,full,1
tanzania-pdpa,Personal Data Protection Act,acronym,4
tanzania-ports-authority,Tanzania Ports Authority,full,1
tanzania-privacy-professionals-association,Tanzania Privacy Professionals' Association,full,1
tanzania-revenue-authority,Tanzania Revenue Authority,full,2
tanzania-social-action-fund,Tanzania Social Action Fund,full,1
taqa-morocco,Taqa Morocco,full,1
tareq-muhmood,Tareq Muhmood,full,1
tarik-dadi,Tarik Dadi,full,1
tarmiez-information-technology,Tarmiez Information Technology,full,1
tarms-zimbabwe,TaRMS,full,3
taslim-okunola,Profile of Taslim Okunola,full,1
tatu-city,Tatu City,full,2
tatweer,Tatweer,full,1
taubyte,Taubyte,full,1
tax-authority-libya,Tax Authority,full,1
tax-authority-sudan,Tax Authority,full,1
tax-justice-network,Tax Justice Network,full,1
tax-justice-network-africa,Tax Justice Network Africa,full,1
taxclaw-ai,TaxClaw.AI,full,1
taxi-operators-welfare-fund-mauritius,Taxi Operators Welfare Fund,full,1
taxtim,TaxTim,full,1
tc260,TC260,full,1
tchad-connexion-2030,Tchad Connexion,partial,5
tchadelec,Tchadelec,full,1
tchadix,TCHADIX,full,1
tcib,Head of TCIB,full,1
tcra,Tanzania Communications Regulatory Authority,acronym,9
tdb,Trade and Development Bank,acronym,2
teachers-council-of-malawi,Teachers Council of Malawi,full,1
teaching-council-of-zambia,Teaching Council of Zambia,full,4
team-europe,Team Europe Initiative,full,1
tech-academy-abidjan,Tech Academy,partial,1
tech-and-media-convergency,Tech and Media Convergency,full,1
tech-corps,Tech Corps,full,1
tech-credit-fund,Tech Credit Fund,full,1
tech-diplomacy-global-institute,Tech Diplomacy Global Institute,full,1
tech-hive-advisory,Tech Hive Advisory,full,2
tech-valleys-offshoring-morocco,Tech Valleys Offshoring,full,1
tech5,Tech5,full,4
techcabal-insights,TechCabal Insights,full,3
techno-brain,Techno Brain,full,3
technology-innovation-agency,Technology Innovation Agency,full,1
technology-prosperity-deal,Technology Prosperity Deal,full,1
technopolis-development-authority,Technopolis Development Authority,full,3
techscholars,CEO of TechScholars,full,1
techso-group,Techso Group,full,1
techstars,TechStars,full,1
tecnavia,Tecnavia SA,full,1
tecnavia-sa,Tecnavia SA,full,1
teg-wende-idriss-tinto,Teg-Wendé Idriss Tinto,partial,1
teknowledge,TeKnowledge,full,2
telco-oi,Telco OI,full,2
telebirr,Telebirr,full,4
telecel,Telecel,full,4
telecel-centrafrique,Telecel Centrafrique,full,1
telecel-faso,Telecel Faso,full,8
telecel-ghana,Telecel Ghana,full,2
telecom-egypt,Telecom Egypt,full,7
telecom-international-alliance,Telecom International Alliance,full,4
telecom-namibia,Telecom Namibia,full,11
telecommunications-and-post-regulatory-authority-sudan,Telecommunications and Post Regulatory Authority,full,5
telegeography,TeleGeography,full,4
telemedan,Telemedan,full,2
telemo,TELEMO,full,7
teleperformance,Teleperformance,full,1
teleset,TELESET,full,1
telgesa-gnq,TELGESA,full,2
telkom,Telkom,full,7
telkom-sa-soc-limited,Telkom SA SOC,full,1
tell-group,Tell Group,full,1
telma-madagascar,Madagascar. Telma,full,1
telna,Telna,full,1
telone,TelOne,full,10
temenos,Temenos,full,1
temu,Shein and Temu,full,1
tennsa,Tennsa,full,2
teodoro-nguema-obiang-mangue,Nguema Obiang Mangue,partial,1
teraco,Teraco,full,10
terra-industries,Terra Industries,full,4
terra-payment-services-mauritius-terrapay,Terra Payment Services,partial,1
terrapay,TerraPay,full,2
terre-des-hommes,Terre des Hommes,full,1
tether,Tether,full,6
teveta,TEVETA,full,1
tfg,TFG London,full,1
tfra-tanzania,Tanzania Fertiliser Regulatory Authority,acronym,1
thales,Thales,full,6
thales-alenia-space,Thales Alenia Space,full,2
thando-gumede,Thando Gumede,full,1
the-change-engine,Change Engine,full,1
the-digital-school,Digital School,full,1
the-dot-tunisia,Dot Landing,full,1
the-fletcher-school,Fletcher School,full,1
the-govlab,GovLab,full,3
the-innovation-hub,Innovation Hub,full,1
the-institute-of-development-studies,Institute of Development Studies,full,2
the-nigerian-economic-summit-group,Nigerian Economic Summit Group,full,1
themba-matlou,Themba Matlou,full,2
theya-foundation,THEYA Foundation,full,2
thierry-millet,Thierry Millet,full,1
thierry-wandji,Thierry Wandji,full,1
thinkroom,Thinkroom,full,1
thinkroom-consulting,Thinkroom Consulting,full,1
thirdstream,Thirdstream,full,1
thitsa-works,Thitsa Works,full,1
thomson-reuters-foundation,Thomson Reuters Foundation,full,2
thunes,Thunes,full,3
thuraya-4,Thuraya,full,2
tiara-pathon,Tiara Pathon,full,1
ticad,TICAD,full,1
ticef-drc,TICEF,full,1
tide-africa-fund-ii,TIDE Africa Fund II,full,1
tide-africa-ii-lp,TIDE Africa II LP,full,2
tide-africa-ii-lp-tlcom,TIDE Africa II LP,partial,1
tifa-research,TIFA Research,full,2
tiktok,TikTok,full,11
timztech,Timztech,full,1
tiniguena,Tiniguena,full,1
tinno,TINNO,full,1
tips-tanzania,Tanzania Instant Payment System,acronym,4
tiroeaone-ntsima,Tiroeaone Ntsima,full,1
tis-angola,TIS Angola,full,1
tis-tech-angola,TIS Tech Angola,full,1
tiseza,Tanzania Investment and Special Economic Zones Authority,acronym,2
tizeti,Tizeti,full,1
tlcom-capital,TLcom Capital,full,4
tlcom-tide-africa-fund,TLCom TIDE Africa Fund,full,1
tlou-energy,Tlou Energy,full,2
tm-forum,TM Forum,full,1
tmcel,Tmcel,full,6
tmras-nigeria,Treasury Management and Revenue Assurance System’for,acronym,1
tn-cybertech,TN CyberTech,full,1
tnm-malawi,Telekom Networks Malawi,acronym,1
to7-network,TO7 Network,full,3
tobacco-industry-and-marketing-board,Tobacco Industry and Marketing Board,full,1
tobias-ruettershoff,Tobias Ruettershoff,full,1
togo-ai-lab,Togo AI Lab,full,1
togo-digital-agency,Togo Digital Agency,full,1
togocom,Togocom,full,1
togolese-republic,Togolese Republic,full,1
togotech,TogoTech,full,1
tom-jackson,Tom Jackson,full,1
tomas-lamanauskas,Tomas Lamanauskas,full,1
tonse-pamodzi-alliance,Tonse-Pamodzi Alliance,full,1
tony-blair-institute,Tony Blair Institute,full,4
tony-roberts,Tony Roberts,full,1
too-much-wifi-pty-ltd,Too Much Wifi,full,1
topaz-multi-industries,TOPAZ Multi-Industries,full,1
topline-research-solutions,Topline Research Solutions,full,1
totogi,Totogi,full,1
touchsides,Touchsides,full,1
toyota-tsusho,Toyota Tsusho,full,1
trade-and-development-bank,Trade and Development Bank Region,full,1
tradedepot,TradeDepot,full,1
trademark-africa,TradeMark Africa,full,8
tradenet-mauritius,TRADENET,full,1
tradepost,Tradepost,full,1
tradex-gnq,Tradex,full,1
traditional-authorities-trust-namibia,Traditional Authorities Trust,full,1
trafigo-sarl,TRAFIGO SARL,full,1
trans-sahara,Trans-Sahara,full,1
transco-clsg,TRANSCO CLSG,full,1
transco-rdc,Transco,full,1
transform-africa-summit-2025,Transform Africa Summit,partial,5
transform-health,Transform Health,full,1
transforme-project-drc,TRANSFORME Project,full,1
transition-digitale-2030,Transition Digitale,partial,2
transitional-national-legislative-assembly-south-sudan,Revitalized Transitional National Legislative Assembly,full,1
transland,Transland,full,1
transparency-international,Transparency International,full,1
transparency-international-zambia,Transparency International Zambia,full,1
transsion,Transsion,full,2
transunion,TransUnion,full,1
transunion-zambia,TransUnion Zambia,full,1
travizory,Travizory,full,1
trb-cameroon,Telecommunications Regulatory Board,acronym,1
trendai,TrendAI,full,2
tresor-pay-cameroon,TRESOR PAY,full,1
tresor-pay-mali,Tresor Pay,full,1
tresorpay,TresorPay,full,1
tribunal-de-commerce-abidjan,Tribunal de Commerce,partial,1
