indicator_id,progress,summary,developments,row_ids,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier
digital.localgov--digitalisation-of-local-government-records,Movement,"[Property identification and mapping software](2026-02-23-liberia-lla-lra-real-property-valuation-software-nimba-fpa) is in the field in Nimba, feeding a national cadastre.","The land authority and revenue authority [fielded valuation software and a mobile application](2026-02-23-liberia-lla-lra-real-property-valuation-software-nimba-fpa) in Nimba for property identification, satellite mapping and coding, with over 12,000 properties mapped and about 10,000 sites still to be assessed, feeding a national cadastre and property tax reform.

It is a working county deployment rather than a plan. The [standardised national deed form](2026-01-07-thenewdawnliberia-lla-unveils-new-national-deed-form) that became mandatory in January 2026 is described as uniquely identifiable and directly linked to the national registry for verification across county land offices, surveyors and courts.",LBR-dpi.mis-land-information-system|LBR-digital.localgov-digitalisation-of-county-and-city-admini,2,LBR-dpi.mis-land-information-system,,,,,,,2026-08-31,0,central land records platform being built; no local records in service
digital.rural--digitalisation-of-rural-health-clinics,Movement,"A [nationwide readiness assessment for electronic medical records](2026-05-08-liberia-moh-emr-readiness-enumerator-training) ran in May 2026, after a system was [tendered for two named health centres](2025-10-27-liberia-unfpa-rfq-electronic-medical-system-careysburg-duport-road).","The [request for quotation of October 2025](2025-10-27-liberia-unfpa-rfq-electronic-medical-system-careysburg-duport-road) seeks an implementer for the Careysburg and Duport Road health centres, including hardware and network setup, interoperable with the national health information platform. It is a commissioned deployment at named facilities rather than a national programme.

Above it, [emergency patient care reporting](2026-06-19-liberia-moh-ems-digital-patient-care-report) was digitised in Montserrado in June 2026 as the first phase of a national rollout. Neither reaches beyond the counties around the capital on the record.

Outside the capital region the record holds one earlier deployment: [electronic records went live at J.J. Dossen Hospital in rural Maryland County in July 2020 with Partners In Health](2020-09-18-pih-emr-jj-dossen-hospital), with a wider rollout stated and not since recorded.

The health ministry's [readiness assessment of 8 to 20 May 2026](2026-05-08-liberia-moh-emr-readiness-enumerator-training) covered selected hospitals and health centres across the counties and precedes any rollout; its findings are not published.",LBR-dpi.mis-facility-emr|LBR-dpi.mis-ems-patient-care|LBR-dpi.mis-jj-dossen-openmrs,2,LBR-dpi.mis-facility-emr,,,,,,,2026-08-31,0,readiness assessment run and EMR tendered for two centres; rollout planned
digital.rural--digitalisation-of-rural-primary-schools,Movement,"[About 90 of 156 public high schools](2026-07-17-lta-telecom-reforms-star-cell-revoked-fpa) are connected under a satellite school programme, with no funder, cost or completion date published.","The count was given in July 2026 ([programme](2026-07-17-lta-telecom-reforms-star-cell-revoked-fpa), [progress](2026-07-23-liberia-lta-commissioner-honnah-expanding-digital-access)).

It is the only school-connectivity figure the repository holds, it covers high schools rather than primary ones, and it runs on a satellite service the regulator had not then licensed.",LBR-infra.connect-starlink-schools,2,LBR-infra.connect-starlink-schools,,,,,,,2026-08-31,0,school connectivity programme covers high schools only; nothing on primary schools
digital.rural--digitalisation-of-rural-registry-offices,Movement,"The [new national deed](2026-01-07-thenewdawnliberia-lla-unveils-new-national-deed-form) is registry-linked and verifiable across county land offices, surveyors and courts.","The [standardised deed form](2026-01-07-thenewdawnliberia-lla-unveils-new-national-deed-form) became mandatory nationwide in January 2026 once the transition period elapsed, described as uniquely identifiable and directly linked to the national land registry for verification across county land offices, surveyors and courts. The account is a county administrator's; no instrument number or form specification is published.

The field work behind it is county-level: [over 12,000 properties mapped in Nimba](2026-02-23-liberia-lla-lra-real-property-valuation-software-nimba-fpa) by February 2026.

Civil registration reaches further into the counties: [birth registration was decentralised to 58 centres across all 15 counties on a digital information system by December 2024](2024-12-11-unicef-liberia-children-legal-identity), against [15 centres in county urban districts in 2019](2019-01-01-crvs-liberia-snapshot).

Agriculture is procuring its own field capture: a [World Bank-financed tender of February 2026 seeks a firm to register machinery and operators and record GPS-located services to farmers at up to five mechanisation centres](2026-02-01-moa-mechanization-tracking-system-reoi), [linking to the National Farmer Registry only if a readiness assessment clears it](2026-02-01-moa-mechanization-tracking-system-reoi). No award is recorded.",LBR-dpi.mis-land-information-system|LBR-dpi.registry-brims|LBR-dpi.mis-mechanisation-tracking-system,3,LBR-dpi.registry-brims,,,,,,,2026-08-31,0,birth registration digital at 58 centres in all counties; share of offices not published
digital.rural--digitalisation-of-rural-police-stations,No change,"The [crime statistics system](2021-01-26-undp-liberia-national-police-crime-statistics-information-system-goes-live) has been headquarters-based since launch, with no county deployment stated.","The system [went live at police headquarters on 25 January 2021](2021-01-26-undp-liberia-national-police-crime-statistics-information-system-goes-live) with a training group of 15, part of a wider rule-of-law case management effort piloted separately by each institution. The record establishes that it exists and that it is headquarters-based; no county or depot deployment is stated then or since.

The one movement outward is a service rather than a station system: the [online police clearance platform](2026-05-04-liberia-lnp-lra-online-police-clearance-platform-gnn) that went live on 1 May 2026 announces a rollout to five further regions.",LBR-dpi.mis-crime-statistics|LBR-dpi.govtech-police-clearance,2,LBR-dpi.mis-crime-statistics,,,,,,,2026-08-31,0,crime statistics system at headquarters only; no county deployment
tech.ai--use-of-ai-in-government-administration,Movement,"A [legal-learning system](2026-08-03-liblaw-cj-lewis-legal-ai-liberia) over Supreme Court opinions from 1861 to 2026 launched in July 2026, built by a private law library.","It also covers statutes and regulations and was built with support from a United Nations human-rights office ([system](2026-08-03-liblaw-cj-lewis-legal-ai-liberia)).

Every claim is the developer's own: no accuracy or evaluation figure is given, no model or vendor is named, and the corpus is a private compilation rather than an official publication of the country's law.",LBR-tech.ai-cj-lewis,,,,,,,,,2026-08-31,0,"unplaced: the legal AI is a private law library's with OHCHR support, not the state's"
tech.ai--use-of-ai-in-sectoral-management-information-systems,Movement,An [automated decision system](2026-04-06-liberia-epa-reoi-automated-decision-management-system-climate-services) specifying machine learning is at procurement inside the climate information project.,"The [environmental agency's consultancy notice](2026-04-06-liberia-epa-reoi-automated-decision-management-system-climate-services) of April 2026 is the only located Liberian government instrument specifying artificial intelligence and machine learning inside a sectoral information system: a cloud-based automated decision management system for the US$11,431,969 climate information project, with a minimum viable product in pilot counties before a 15-county rollout. It had been [advertised in January 2026](2026-01-26-afdb-eoi-liberia-cis-automated-decision-management-system) as well. It is a procurement at design stage, not an operating system.

The agriculture ministry's [generative-AI workshop of 1 October 2025](2025-10-02-liberia-moa-lifaas-generative-ai-extension-services-workshop) is exploratory design with no platform, procurement or budget attached, held against the ministry's own ratio of one extension officer to more than 40,000 farmers.",LBR-tech.ai-climate-decision-system,,,,,,,,,2026-08-31,0,climate decision system at procurement only; no AI tool in pilot
tech.ai--development-of-national-regional-ai-systems,Movement,[Lorpu AI](2026-07-03-liberia-orange-lorpu-ai-launch-thenews) is a deployed Liberian-market service reachable by text message without a smartphone or data.,"The [service launched in July 2026](2026-07-03-liberia-orange-lorpu-ai-launch-thenews) charges L$0.5 a subscription and is reached by sending a keyword to a short code, so it works without a smartphone or a data plan. It is an operator product rather than a state system, and the schools tie-in is a pledge rather than an agreement.

The state's own AI work is upstream of deployment: a [design pack for a first master's programme](2025-11-19-undp-liberia-ul-masters-ai-design-workshop) produced in November 2025 and a [first structured training programme for government officials](2025-11-21-undp-liberia-ai-training-for-government). No nationally developed model or system is on the record.",LBR-tech.ai-lorpu-ai,,,,,,,,,2026-08-31,0,operator SMS AI service only; not shown as a national model or dataset
tech.ai--control-of-ai-abuse,No change,No AI-specific rule exists: a [court](2025-12-22-liberia-criminal-court-a-ai-generated-voice-recording-evidence-newdawn) and the [executive](2026-07-16-liberia-emansion-ai-generated-documents-warning-frontpage-africa) both met synthetic media with ordinary machinery.,"At Criminal Court A on 19 December 2025 the defence [played an alleged AI-generated recording](2025-12-22-liberia-criminal-court-a-ai-generated-voice-recording-evidence-newdawn) to argue that social-media audio is inadmissible without forensic corroboration; the judge sustained the prosecution's objection on disclosure grounds, and no AI-specific rule was applied.

In [July 2026 the presidential press secretary warned](2026-07-16-liberia-emansion-ai-generated-documents-warning-frontpage-africa) of the increasing circulation of fabricated and AI-generated documents falsely attributed to the government and asked citizens to authenticate through official channels — an authentication appeal, not a rule, an investigation or a prosecution.",LBR-gov.legislate-ai-regulation,1,LBR-gov.legislate-ai-regulation,,,,,,,2026-08-31,0,searched absence: no AI-specific rule; executive warning is an appeal not a rule
tech.industry--national-capacity-in-dt-related-production,Movement,"A [domestic firm won the national startup competition](2026-07-23-liberia-lantern-wins-2026-technology-summit) on domestic data custody, and a [ports memorandum](2026-07-23-liberia-npa-haropa-port-smart-ports-mou) covers automated terminal operations.","The firm was selected to represent the country at a global final, projects a US$20m return over five years and plans a domestic security operations centre ([winner](2026-07-23-liberia-lantern-wins-2026-technology-summit)); it reports that over 95 per cent of local graduates at its competition lacked practical international-standard defence skills, a vendor claim rather than an independent audit ([winner](2026-07-23-liberia-lantern-wins-2026-technology-summit)).

A non-exclusive memorandum with a French port operator covers all four seaports across five areas including automated terminal operations, with no commitment amount, implementation date or named system ([memorandum](2026-07-23-liberia-npa-haropa-port-smart-ports-mou)).",LBR-tech.innovate-lantern|LBR-tech.industry-smart-ports,,,,,,,,,,,
tech.innovate--technology-hubs,Movement,"An [innovation and digital hub](2026-07-23-fpa-undp-liberia-tech-summit) operates under a continental development platform, with no commitment amount disclosed.","It was named as a flagship contribution at the July 2026 technology summit ([hub](2026-07-23-fpa-undp-liberia-tech-summit), [investments](2026-08-03-undp-liberia-digital-future-investments-in-people)).

It is the only hub in the repository, and it is a development agency's rather than the state's.

2026-09-11 — the telecommunications authority [disclosed a memorandum to establish 15 county digital hubs with more than US$200,000 of its funding](2026-09-11-lbr-frontpageafrica-ayee-summit-lta-digital-hubs); no sites or timetable are stated.",LBR-tech.innovate-unipod|LBR-tech.innovate-lta-county-digital-hubs,2,LBR-tech.innovate-unipod,,,,,,,2026-08-31,0,UNDP hub operating; no incubation cohorts on record
tech.innovate--tech-startup-ecosystem,Movement,"[LiYEPA](2026-07-01-undp-liberia-liyepa-accelerator-launch-icampus) opened in June 2026 with milestone grants of up to US$8,000 for five small enterprises.","The [accelerator opened on 30 June 2026](2026-07-01-undp-liberia-liyepa-accelerator-launch-icampus) targets 100 to 120 innovators, 10 market-ready prototypes and five small enterprises at up to US$8,000 each on milestone-based release, with 40 per cent women-led, run with a local innovation hub, the commerce ministry and the university.

It sits alongside the [innovation and digital hub](2026-08-03-undp-liberia-digital-future-investments-in-people) already on the ledger. The repository holds no count of Liberian startups, no investment series and no survival data, so new firms are visible only through the programmes that fund them.",LBR-tech.innovate-liyepa,2,LBR-tech.innovate-liyepa,,,,,,,2026-08-31,0,accelerator with grants opened; no startup law or strategy
capacity.literacy--digital-literacy-civil-service,Movement,A [first structured AI programme for officials](2025-11-21-undp-liberia-ai-training-for-government) ran in November 2025 under a [plan](2025-04-09-liberia-csa-strategic-plan-2025-2029) placing digital literacy in its capacity pillar.,"The [Civil Service Agency's 2025-2029 plan](2025-04-09-liberia-csa-strategic-plan-2025-2029) places digital-literacy enhancement under its capacity-building pillar and records the Civil Service Training Center, which is the standing instrument the repository holds.

A [first structured artificial-intelligence capacity programme](2025-11-21-undp-liberia-ai-training-for-government) for technical officials from ministries and public institutions launched in November 2025, with no cohort size given. The agency also [put a biometric-verified benefits platform](2025-10-17-liberia-csa-digitalize-lpa-scheme) in front of every public employee.",LBR-capacity.literacy-csa-plan,,,,,,,,,,,
capacity.literacy--digital-literacy-general-population,Movement,"A [digital learning platform](2026-01-07 Digital driving licence coming to South Africa) went into service for grades 1 to 3 in local languages, and [19 young leaders](2026-08-03-undp-liberia-digital-citizenship-information-integrity) were trained in information literacy.","The learning platform carries curriculum-aligned video, audio and radio with sign-language interpretation on the video lessons ([platform](2026-01-07 Digital driving licence coming to South Africa)).

The literacy training was the first of three sessions run by a development agency with the elections commission and the press union on Canadian funding, with no budget disclosed ([training](2026-08-03-undp-liberia-digital-citizenship-information-integrity)).",LBR-capacity.literacy-liberia-learns|LBR-capacity.literacy-mil-training,,,,,,,,,,,
capacity.training--dt-related-training-in-secondary-education,Movement,"[156 senior secondary schools](2024-10-30-liberia-moe-worldbank-edtech-senior-secondary-sustainability) are equipped across all 15 counties, and [School Connect](2026-04-13-liberia-lta-school-connect-launch-bwi) began connecting them in April 2026.","The [sustainability report of October 2024](2024-10-30-liberia-moe-worldbank-edtech-senior-secondary-sustainability) records an ICT in education strategy, a digital competency framework and an ICT curriculum, with 156 public and community senior secondary schools across all 15 counties equipped with laptops, projectors, learning-management devices and solar power, and 50 trainers cascading to 300 teachers.

Connectivity followed: the [first School Connect installation](2026-04-13-liberia-lta-school-connect-launch-bwi) opened at the Booker Washington Institute in April 2026, beginning a rollout the regulator states will reach 155 public high schools. A separate [teacher initiative](2026-01-30-liberia-moe-strengthening-teaching-for-a-digital-era) introduces educational technology with two partner organisations, naming no cohort size.

Outside the state programme, a foundation-backed laboratory opened in July 2024 [reached 1,717 high-school students in 2025, up from about 200 in 2024, with 213 trained in computer skills and 45 in robotics](2026-09-23-gha-modernghana-helping-africa-foundation-nyamransa-ict-labs); the figures are the partner foundation's own.",LBR-capacity.training-secondary-edtech|LBR-capacity.training-yama-russell-model-lab,,,,,,,,,,,
capacity.training--dt-related-university-facilities-and-qualifications,Movement,"A [master's programme in artificial intelligence](2026-08-03-undp-liberia-digital-future-investments-in-people) at the national university is announced as the country's first, with no start date, intake or funding disclosed.","The partnership was announced by a development agency in August 2026 ([programme](2026-08-03-undp-liberia-digital-future-investments-in-people)).

It is the only tertiary digital qualification in the repository, and the national position on the technology it teaches is a presidential acceptance in principle with no policy behind it.

2026-09-07 - a second route into the national university was signed rather than built: a [tripartite memorandum of 27 August 2026 under which a foreign online university covers 97% of online tuition for more than 200 students, with three smart classrooms due in 2027](2026-09-07-liberia-ul-ebu-tripartite-mou-digital-skills). No commitment amount is stated, so the agreement carries a tuition-waiver share and a classroom count and no measurable value.

National stakeholder consultations on establishing the master's programme are running with UNDP support ([consultations](2026-09-09-undp-liberia-msc-ai-consultations)).",LBR-capacity.training-ul-ai-masters|LBR-capacity.training-university-online-tuition-partnership,,,,,,,,,,,
capacity.training--graduates-entering-dt-ecosystem,"No change, a first count with no earlier figure behind it",[41 of 387 applicants](2026-02-06-undp-frontier-tech-leaders-ml-bootcamp-graduation-liberia) completed a machine learning bootcamp; no national series tracks where graduates go.,"The [bootcamp that graduated on 28 January 2026](2026-02-06-undp-frontier-tech-leaders-ml-bootcamp-graduation-liberia) took 387 applications and produced 41 completions over three months at the University of Liberia, with 200 more trained in advanced Python, cybersecurity and data engineering.

The baseline against which to read that is the [national diagnostic](2020-01-01-liberia-worldbank-digital-economy-assessment): four of about 30 tertiary institutions offering IT-related bachelor's programmes, no IT master's degree available, and no national series counting ICT graduates entering digital employment. That measurement gap is itself the finding — the cohort is counted, its destination is not.",LBR-capacity.training-ftl-bootcamp,3,,0.468,% of employment,2017,ref:ilostat-isic-j-employment@2026-09-23,,,2026-08-31,0,survey figure; no primary in the base
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,Movement,"A [university design pack](2025-11-19-undp-liberia-ul-masters-ai-design-workshop) for a first AI master's, and an [independent tracker](2026-01-01-liberia-naymote-president-meter-annual-report-2025) of the government's digital commitments.","A [three-day co-design workshop](2025-11-19-undp-liberia-ul-masters-ai-design-workshop) in November 2025 produced a programme design pack with draft curriculum, partnership strategy and infrastructure recommendations for Liberia's first master's degree in artificial intelligence, following a service agreement signed earlier in the year.

On the think-tank side, an [independent monitoring report](2026-01-01-liberia-naymote-president-meter-annual-report-2025) covering January to December 2025 tracks 378 government interventions including biometric identity, electronic procurement and digital government. The structural constraint is unchanged: [four of about 30 tertiary institutions](2020-01-01-liberia-worldbank-digital-economy-assessment) offer IT-related bachelor's programmes and no IT master's degree yet exists.",LBR-capacity.research-domestic-digital-research-capacity,2,LBR-capacity.research-domestic-digital-research-capacity,,,,,,,2026-08-31,0,design workshop and think-tank monitoring; no funded programme on record
include.access--citizen-feedback-portals,Movement,"A [youth feedback platform was relaunched](2026-08-13-liberia-unicef-unfpa-ureport-relaunch) in August 2026 on an encrypted messaging channel, targeting at least 8,000 reporters.","It is run by two United Nations agencies with an embassy's support under a joint programme with government, letting young people answer polls on health, water and sanitation and other social issues with responses analysable by county ([relaunch](2026-08-13-liberia-unicef-unfpa-ureport-relaunch)).

The channel is tied to a single mobile operator's cards, which bounds who can take part, and no baseline participation figure or publication rule for the results is stated.",LBR-gov.discourse-u-report,,,,,,,,,2026-08-31,0,"unplaced: U-Report is run by UNICEF and UNFPA, not a state channel"
include.access--citizen-participation-in-policy,No change,The [2010 Act](2010-01-01-liberia-freedom-of-information-act-2010) grounds participation; a [November 2025 consultation](2025-11-14-liberia-national-data-policy-multistakeholder-consultation-au) brought non-state actors into data-policy drafting.,"The [Freedom of Information Act](2010-01-01-liberia-freedom-of-information-act-2010) defines documents to include electronic records, allows requests by electronic mail, obliges every public authority to maintain a publication scheme in soft copy, and constitutes the Independent Information Commissioner on which the online request platform was later built.

A [two-day multi-stakeholder consultation](2025-11-14-liberia-national-data-policy-multistakeholder-consultation-au) on 13-14 November 2025 brought civil society, academia, the private sector, development partners and the media into drafting the National Data Policy. The [independent review of the 2024-2026 open government plan](2025-09-25-liberia-ogp-irm-action-plan-review-2024-2026) rates the electronic procurement rollout and the beneficial-ownership registry its strongest commitments.",LBR-include.access-foi-act,2,LBR-include.access-foi-act,,,,,,,2026-08-31,0,one multi-stakeholder consultation (November 2025) inside the 12 months; no standing procedure
include.access--gender-equity,"Mixed, strong participation in operator training against three women among 41 bootcamp graduates","[36.74 per cent of 3,035 operator training beneficiaries](2026-02-02-liberia-orange-digital-center-2025-report) were women, against [3 women among 41](2026-01-29-undp-liberia-ul-graduate-new-cohort-frontier-tech-leaders) machine-learning graduates.","The largest counted throughput is an operator's: [3,035 beneficiaries across 44 sessions in 2025](2026-02-02-liberia-orange-digital-center-2025-report) with a footprint in all 15 counties and 36.74 per cent female participation. It is a training count, not evidence of placement.

At the advanced end the picture reverses: [3 women among the 41 machine learning bootcamp graduates](2026-01-29-undp-liberia-ul-graduate-new-cohort-frontier-tech-leaders) and 18 women graduating in Python, out of 204 trained in foundational artificial intelligence. The regional digital project sets a forward target of [about 30,000 officials trained at 40 per cent women](2025-12-01-liberia-mopt-wardip-sop2-stakeholder-engagement-plan).

2026-09-23 - the gender ministry [agreed with Cybastion to build women's technology and business hubs with childcare in Monrovia and four other towns](2026-09-23-lbr-cybastion-women-digital-business-innovation-hubs), training through the Cisco Networking Academy; no cost, timetable or participant target is stated.",LBR-include.access-gender-in-skills|LBR-capacity.training-women-digital-economic-empowerment,,,,,,,,,,,
include.access--inclusion-of-persons-with-disabilities,Movement,A [2026-2030 commission plan](2026-05-05-liberia-ncd-five-year-strategic-plan-2026-2030-psip) proposes a research and data department; the [first treaty review](2026-05-06-crpd-concluding-observations-initial-report-of-liberia) closed in May 2026.,"The published statistical baseline is the [2022 census thematic report](2024-06-01-lisgis-2022-census-thematic-report-disability), which puts functional-difficulty prevalence at 534,316 people, disaggregated by sex, age, residence and county. It is a statistical output, not an administrative register, and no national disability register has been shown to exist.

The [National Commission on Disabilities launched a 2026-2030 plan](2026-05-05-liberia-ncd-five-year-strategic-plan-2026-2030-psip) proposing a research and data management department, a sign language and braille education department and a monitoring framework. The [treaty body concluded Liberia's first review](2026-05-06-crpd-concluding-observations-initial-report-of-liberia) in May 2026, recording that no replies to the list of issues were submitted and that the state did not attend the dialogue despite saying it would.",LBR-include.access-disability-data,,,,,,,,,2026-08-31,0,disability commission plan and treaty review only; no accessibility law or policy in rows
include.access--inclusion-of-refugees-and-idps,Movement,A [March 2026 memorandum](2026-03-04-liberia-lrrrc-nir-lis-mou-refugee-biometric-id) enrols eligible refugees in the national biometric system and issues specialised refugee cards.,"The [Refugee Act 1993](1994-01-19-liberia-refugee-act-1993) already entitled every recognised refugee to a prescribed identity card and empowered officers to take fingerprints, palm-prints and photographs, so biometric refugee identity is not new in law.

What is new is the connection to the national register: a [memorandum under Executive Orders 144 and 147](2026-03-04-liberia-lrrrc-nir-lis-mou-refugee-biometric-id) has the refugee commission screen and validate integrated Ivorian and other eligible refugees while the identity registry enrols them and issues specialised biometric refugee cards. In [June 2026 Executive Order 159 rebranded the commission](2026-06-24-liberia-lina-lrrrc-rebrands-to-ramco-expanded-mandate) and extended its mandate to statelessness, deportees, returnees, displaced persons and migration governance.",LBR-dpi.id-refugee-id,2,LBR-dpi.id-refugee-id,,,,,,,2026-08-31,0,refugee enrolment in the ID system agreed March 2026; registration not shown completed
include.divides--bridging-of-digital-divides,Movement,[Satellite connectivity in Vahun District](2025-10-20-liberia-uaf-starlink-installed-vahun-district-lofa) and a [new 4G tower in Maryland County](2026-01-21-liberia-orange-4g-tower-karluway-district-maryland) reached previously unserved communities.,"The Universal Access Fund [installed satellite connectivity in Vahun District](2025-10-20-liberia-uaf-starlink-installed-vahun-district-lofa), Lofa County, a completed deployment rather than an intention, though no cost or subscriber figure is given.

Separately an operator [opened a 4G tower in Karluway District](2026-01-21-liberia-orange-4g-tower-karluway-district-maryland), Maryland County, bringing mobile and internet service to Karloken City and Wutuken Township where coverage had been limited or absent; this is commercial expansion, not a fund project, and carries no coverage figure. Liberia's [first Digital Village opened in Lofa County](2026-05-26-liberia-digital-village-program-lofa-huawei-partnership) in May 2026 with connectivity and skills training, on no published instrument.",LBR-finance.budget-universal-access-fund,,,,,,,,,,,
data.statistics--national-strategy-for-development-of-statistics,Movement,[NSDS III](2025-12-15-liberia-lisgis-nsds-iii-2026-2030) was signed at Monrovia on 15 December 2025 for 2026-2030 on three pillars.,"The [third national strategy for the development of statistics](2025-12-15-liberia-lisgis-nsds-iii-2026-2030) was signed on 15 December 2025 and runs 2026-2030 across three pillars. It is the instrument this indicator asks whether exists, and it now does.

Its evidence base followed a month later: the [first national diagnostic](2026-01-16-lisgis-data-users-and-producers-satisfaction-survey-2025) of how the statistical system is used and where it fails users, published in January 2026.",LBR-data.statistics-nsds-iii,3,LBR-data.statistics-nsds-iii,,,,,,,2026-08-31,0,NSDS III signed December 2025; no funding or implementation report
data.statistics--censuses-and-surveys,Movement,"[2024 agriculture survey microdata](2026-07-01-lisgis-microdata-liberia-annual-agricultural-survey-2024-public-use) published in July 2026, on top of the [2022 census final results](2023-06-01-liberia-2022-population-and-housing-census-final-results).","The standing demographic baseline is the [final results of the 2022 population and housing census](2023-06-01-liberia-2022-population-and-housing-census-final-results). The survey programme has since produced the [first annual agriculture survey](2025-10-01-lisgis-liberia-2024-annual-agriculture-survey-final-report) after the 2024 agriculture census, run on tablet-based collection with satellite location checks and validated estimates.

Its [public-use microdata](2026-07-01-lisgis-microdata-liberia-annual-agricultural-survey-2024-public-use) were released in July 2026, and a [first women's empowerment and nutrition module](2025-12-24-lisgis-women-empowerment-and-nutrition-module-report) was attached to the same survey.",LBR-data.statistics-census-and-surveys,3,LBR-data.statistics-census-and-surveys,,,,,,,2026-08-31,0,2022 census final results published; annual survey programme only just begun
data.statistics--statistics-from-administrative-data,No change,The [socioeconomic statistical bulletin](2023-12-01-lisgis-socioeconomic-statistical-bulletin-2023) compiles ministry and agency administrative records for 2016 to 2022.,"The [fourth volume](2023-12-01-lisgis-socioeconomic-statistical-bulletin-2023), published December 2023, is the standing compilation of official statistics drawn from ministry and agency administrative records across 2016 to 2022, and the repository's evidence that Liberia produces statistics from administrative data at all.

No later volume is on the record. The administrative streams that would feed one are being digitised separately — [emergency patient care reporting](2026-06-19-liberia-moh-ems-digital-patient-care-report) and the [2025/26 school census](2026-03-30-liberia-moe-launches-2025-2026-national-school-census) among them — with no statement that either now reaches the bulletin.",LBR-data.statistics-administrative-statistics,3,LBR-data.statistics-administrative-statistics,,,,,,,2026-08-31,0,socioeconomic bulletin compiled from administrative records
data.open--use-of-open-data,Movement,"[Public-use microdata](2026-07-01-lisgis-microdata-liberia-annual-agricultural-survey-2024-public-use) is published with download counts, and the [extractives board scored Liberia 80 points](2026-07-23-eiti-liberia-2026-validation-report) in July 2026.","The statistics office publishes anonymised public-use datasets on its own microdata catalogue — the [2024 agriculture survey](2026-07-01-lisgis-microdata-liberia-annual-agricultural-survey-2024-public-use), whose record carries download and view counts, and the [2024 women's empowerment and nutrition survey](2026-02-01-liberia-lisgis-wen-survey-2024-public-use-dataset) — under stated access conditions resting on the 2004 statistics Act.

The only dated external assessment is sector-specific: the [extractives validation of 23 July 2026](2026-07-23-eiti-liberia-2026-validation-report) scores Liberia Very Good at 80 points, with data accessibility and open data cited as a strength. No adopted national open data policy underlies any of it.",LBR-data.open-open-data-policy|LBR-data.statistics-census-and-surveys,2,LBR-data.open-open-data-policy|LBR-data.statistics-census-and-surveys,,,,,,,2026-08-31,0,microdata published under access conditions; no open licence
data.satellite--agricultural-use-of-satellite-data,Movement,"[Farm-level geolocation traceability](2026-01-23-lacra-national-agriculture-traceability-eudr-roadmap) for four commodities, and a [nationwide soil mapping campaign](2026-05-13-liberia-moa-soil4liberia-nationwide-soil-mapping) begun in May 2026.","The agriculture regulator's [traceability plan of January 2026](2026-01-23-lacra-national-agriculture-traceability-eudr-roadmap) puts farm-level geolocation and digital traceability behind cocoa, coffee, rubber and palm oil for the EU deforestation regulation, with a 2020 forest-cover map and a 2000-2024 change analysis completed and at least US$530,000 committed.

The [national forest reference level submitted in January 2026](2026-01-01-liberia-second-forest-reference-level-submission-unfccc) reads a 4km systematic sample of 5,990 plots from Sentinel-2, Landsat, MODIS and Planet imagery for 2020-2024, with cropland as an explicit class. A [nationwide soil mapping campaign](2026-05-13-liberia-moa-soil4liberia-nationwide-soil-mapping) began in Bong County in May 2026, ground-sampled with map products as the output.",LBR-data.satellite-earth-observation-or-geospatial-data-pro,2,LBR-data.satellite-earth-observation-or-geospatial-data-pro,,,,,,,2026-08-31,0,satellite imagery used for a one-off forest reference level; no crop-monitoring service
data.satellite--meteorological-use-of-satellite-data,Movement,A [Meteosat Third Generation receiving station](2025-10-31-liberia-lms-climsa-puma2025-meteosat-third-generation-ria) was installed in October 2025 against a [one-station observation network](2024-04-10-liberia-gbon-national-contribution-plan-soff).,"The observation baseline is thin and dated: the [national contribution plan](2024-04-10-liberia-gbon-national-contribution-plan-soff) records no compliant surface stations, one operational staffed station at the international airport, no transmission to the global system, and the earlier satellite reception workstation underused for power and connectivity.

The [installation completed on 24 October 2025](2025-10-31-liberia-lms-climsa-puma2025-meteosat-third-generation-ria) at the same airport receives Meteosat Third Generation model data and high-resolution imagery, EU-funded and installed under African Union Commission contract. Reception has improved; the surface network behind it has not.",LBR-data.satellite-meteosat,2,LBR-data.satellite-meteosat,,,,,,,2026-08-31,0,MTG receiving station installed; forecasting use not on record
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,Movement,"A [health memorandum](2025-12-09-state-lbr-afghs-data-systems-2025-record) plans US$26,133,684 for health data systems over 2026-2030, non-binding and subject to the availability of funds.","The systems named are electronic medical records, a laboratory information system, disease surveillance and a national health information platform; planned American support across the whole memorandum is US$124,418,400 against the country's own US$50,725,704 ([data systems](2025-12-09-state-lbr-afghs-data-systems-2025-record)).

The signed text commits the country to an open-source medical record in 100 per cent of public health facilities by 2030 and gives the United States audit access to up to 5 per cent of facilities, with a data-sharing arrangement still to be negotiated and expected to run ten years, and no specimen-sharing or personal-data clause ([memorandum](2025-12-09-afghs-mou-liberia)).

The text was published in March 2026 and then withdrawn, and is the subject of a federal freedom-of-information suit filed on 2 April 2026 ([suit](2026-04-02-public-citizen-v-department-of-state-foia-complaint)).",LBR-finance.new-afghs-data-systems,,,,,,,,,,,
