iso3,indicator_id,dataset,value,unit,year,release,nature
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1115,% of GDP,2017,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1433,% of GDP,2018,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1076,% of GDP,2019,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1309,% of GDP,2020,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0951,% of GDP,2021,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0878,% of GDP,2022,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1317,% of GDP,2023,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1131,% of GDP,2024,2026-07-13,official
BDI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1266,% of GDP,2025,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3458,% of GDP,2010,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4884,% of GDP,2011,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4523,% of GDP,2012,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.6119,% of GDP,2013,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4962,% of GDP,2014,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.263,% of GDP,2015,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2411,% of GDP,2016,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0357,% of GDP,2017,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0296,% of GDP,2018,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1187,% of GDP,2019,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0038,% of GDP,2020,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0552,% of GDP,2021,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0897,% of GDP,2022,2026-07-13,official
BEN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0713,% of GDP,2023,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.523,% of GDP,2010,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.4414,% of GDP,2011,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.6484,% of GDP,2012,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.5468,% of GDP,2013,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3558,% of GDP,2014,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3622,% of GDP,2015,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3722,% of GDP,2016,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3593,% of GDP,2017,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3695,% of GDP,2018,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3552,% of GDP,2019,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3172,% of GDP,2020,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.312,% of GDP,2021,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2846,% of GDP,2022,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4684,% of GDP,2023,2026-07-13,official
BFA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3871,% of GDP,2024,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1711,% of GDP,2010,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0788,% of GDP,2011,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0514,% of GDP,2012,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1274,% of GDP,2013,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1707,% of GDP,2014,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0848,% of GDP,2015,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0788,% of GDP,2016,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1168,% of GDP,2017,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1436,% of GDP,2018,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1063,% of GDP,2019,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1506,% of GDP,2020,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0767,% of GDP,2021,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1196,% of GDP,2022,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1539,% of GDP,2023,2026-07-13,official
BWA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1832,% of GDP,2024,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2994,% of GDP,2010,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2566,% of GDP,2011,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2388,% of GDP,2012,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2146,% of GDP,2013,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1906,% of GDP,2014,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.174,% of GDP,2015,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2025,% of GDP,2016,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2702,% of GDP,2017,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2779,% of GDP,2018,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2561,% of GDP,2019,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1879,% of GDP,2020,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1728,% of GDP,2021,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1165,% of GDP,2022,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.125,% of GDP,2023,2026-07-13,official
CIV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1377,% of GDP,2024,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1527,% of GDP,2010,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3154,% of GDP,2011,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3182,% of GDP,2012,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3116,% of GDP,2013,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2948,% of GDP,2014,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2976,% of GDP,2015,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3537,% of GDP,2016,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.366,% of GDP,2017,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3603,% of GDP,2018,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3515,% of GDP,2019,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3667,% of GDP,2020,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1283,% of GDP,2021,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1589,% of GDP,2022,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.389,% of GDP,2023,2026-07-13,official
CMR,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3549,% of GDP,2024,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.279,% of GDP,2010,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2819,% of GDP,2011,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1483,% of GDP,2012,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0498,% of GDP,2013,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0284,% of GDP,2014,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0201,% of GDP,2015,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.015,% of GDP,2016,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0175,% of GDP,2017,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0075,% of GDP,2018,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0045,% of GDP,2019,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0082,% of GDP,2020,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0069,% of GDP,2021,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0028,% of GDP,2022,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0024,% of GDP,2023,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0054,% of GDP,2024,2026-07-13,official
COD,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0028,% of GDP,2025,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1204,% of GDP,2010,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4903,% of GDP,2011,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.141,% of GDP,2012,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1273,% of GDP,2013,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.049,% of GDP,2014,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0247,% of GDP,2015,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1407,% of GDP,2016,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0507,% of GDP,2019,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0336,% of GDP,2020,2026-07-13,official
COG,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0884,% of GDP,2021,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.7368,% of GDP,2010,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.7524,% of GDP,2011,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.5324,% of GDP,2012,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.8843,% of GDP,2014,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.8914,% of GDP,2015,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.7389,% of GDP,2016,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.7096,% of GDP,2017,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.7008,% of GDP,2018,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.4434,% of GDP,2019,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.4654,% of GDP,2020,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.5718,% of GDP,2021,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.9259,% of GDP,2022,2026-07-13,official
COM,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.9279,% of GDP,2023,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.2742,% of GDP,2010,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.3953,% of GDP,2011,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.2602,% of GDP,2012,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.3591,% of GDP,2013,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,2.5666,% of GDP,2014,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.3627,% of GDP,2015,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.5493,% of GDP,2016,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.7302,% of GDP,2017,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.59,% of GDP,2018,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4326,% of GDP,2019,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.465,% of GDP,2020,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4368,% of GDP,2021,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.453,% of GDP,2022,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4297,% of GDP,2023,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4477,% of GDP,2024,2026-07-13,official
CPV,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3598,% of GDP,2025,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.6581,% of GDP,2010,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.6539,% of GDP,2011,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.7208,% of GDP,2012,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,3.2256,% of GDP,2013,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,3.6703,% of GDP,2014,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,3.5155,% of GDP,2015,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,3.466,% of GDP,2016,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,3.4601,% of GDP,2017,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,3.4943,% of GDP,2018,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,3.6517,% of GDP,2019,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,2.7032,% of GDP,2020,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,2.4011,% of GDP,2021,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,2.7048,% of GDP,2022,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,2.661,% of GDP,2023,2026-07-13,official
DJI,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,1.9392,% of GDP,2024,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.087,% of GDP,2010,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0807,% of GDP,2011,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1124,% of GDP,2012,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0923,% of GDP,2013,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0801,% of GDP,2014,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0918,% of GDP,2015,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1067,% of GDP,2016,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0829,% of GDP,2017,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0679,% of GDP,2018,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0469,% of GDP,2019,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0449,% of GDP,2020,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0459,% of GDP,2021,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0388,% of GDP,2022,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0342,% of GDP,2023,2026-07-13,official
DZA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.027,% of GDP,2024,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4547,% of GDP,2010,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3787,% of GDP,2011,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3883,% of GDP,2012,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.329,% of GDP,2013,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3313,% of GDP,2014,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2459,% of GDP,2015,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2677,% of GDP,2016,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2746,% of GDP,2017,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2865,% of GDP,2018,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2625,% of GDP,2019,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2796,% of GDP,2020,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3295,% of GDP,2021,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3472,% of GDP,2022,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3664,% of GDP,2023,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.44,% of GDP,2024,2026-07-13,official
EGY,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.5644,% of GDP,2025,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3387,% of GDP,2010,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4013,% of GDP,2011,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.3796,% of GDP,2012,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.309,% of GDP,2013,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.226,% of GDP,2014,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1558,% of GDP,2015,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1083,% of GDP,2016,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1024,% of GDP,2017,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.092,% of GDP,2018,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1439,% of GDP,2019,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1322,% of GDP,2020,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1481,% of GDP,2021,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1227,% of GDP,2022,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1156,% of GDP,2023,2026-07-13,official
ETH,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0284,% of GDP,2024,2026-07-13,official
GAB,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0419,% of GDP,2010,2026-07-13,official
GAB,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0074,% of GDP,2011,2026-07-13,official
GAB,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0257,% of GDP,2012,2026-07-13,official
GAB,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0121,% of GDP,2013,2026-07-13,official
GAB,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0014,% of GDP,2014,2026-07-13,official
GAB,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0148,% of GDP,2015,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.125,% of GDP,2018,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.15,% of GDP,2019,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.174,% of GDP,2020,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.1479,% of GDP,2021,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2891,% of GDP,2022,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2229,% of GDP,2023,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.157,% of GDP,2024,2026-07-13,official
GHA,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0537,% of GDP,2025,2026-07-13,official
GIN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4767,% of GDP,2010,2026-07-13,official
GIN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.4818,% of GDP,2011,2026-07-13,official
GIN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.6545,% of GDP,2012,2026-07-13,official
GIN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.7595,% of GDP,2013,2026-07-13,official
GIN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.2697,% of GDP,2014,2026-07-13,official
GIN,tech.industry--national-capacity-in-dt-related-production,wdi-ict-service-exports-gdp,0.0516,% of GDP,2015,2026-07-13,official
